ExonID	I1	S1	I2	S2	I_len	S_len	PValue	FDR
ENSG00000061273.18;HDAC7;chr12-47795905-47796016-47795586-47795767-47796206-47796298__0:0:0__vae_cancer_RBM10_0_to_neg_R2design4	12,27,7,1	124,57,84,39	33,6,7,8	139,98,62,65	1	1	1	1.0
ENSG00000061273.18;HDAC7;chr12-47795905-47796016-47795586-47795767-47796206-47796298__0:0:0__vae_cancer_RBM10_0_to_neg_R2design5	4,20,9,3	45,48,46,34	19,8,8,9	72,60,27,28	1	1	1	1.0
ENSG00000061273.18;HDAC7;chr12-47795905-47796016-47795586-47795767-47796206-47796298__0:0:0__vae_cancer_RBM10_0_to_neg_R2design6	15,10,11	26,41,39	9,3,5	58,37,34	1	1	0.402438532435	1.0
ENSG00000061273.18;HDAC7;chr12-47795905-47796016-47795586-47795767-47796206-47796298__0:0:0__vae_cancer_RBM10_0_to_neg_R2design7	2,2,3,0	69,43,77,44	10,3,3,0	104,68,70,43	1	1	1	1.0
ENSG00000061273.18;HDAC7;chr12-47795905-47796016-47795586-47795767-47796206-47796298__0:0:0__vae_cancer_RBM10_0_to_neg_R2design8	14,19,14,1	71,54,34,44	12,5,6,14	85,51,38,33	1	1	1	1.0
ENSG00000061987.16;MON2;chr12-62543096-62543198-62538414-62538505-62544897-62545008__0:0:0__R2design0	4,1,9,1	59,70,74,49	12,2,2,5	122,77,70,43	1	1	1	1.0
ENSG00000064989.13;CALCRL;chr2-187351919-187351961-187341963-187346399-187352113-187352332__0:0:0__R2design0	2889,3277,3095,1764	137,145,155,78	5449,3587,2695,2367	222,162,116,95	1	1	1	1.0
ENSG00000064999.15;ANKS1A;chr6-35054098-35054165-35017472-35018059-35060146-35060253__0:0:0__R2design0	5095,5668,4518,2776	107,161,151,82	8630,5785,4441,3840	218,212,103,104	1	1	1	1.0
ENSG00000065618.21;COL17A1;chr10-104054091-104054118-104053030-104053135-104054980-104055007__0:0:0__R2design0	2444,2545,2584,1643	156,152,117,111	4269,2910,1956,1759	268,185,118,88	1	1	1	1.0
ENSG00000066084.13;DIP2B;chr12-50724774-50724886-50723201-50723323-50727702-50727812__0:0:0__R2design0	2274,2318,2012,1165	81,84,65,65	4036,2631,2214,1851	150,134,79,53	1	1	1	1.0
ENSG00000067177.15;PHKA1;chrX-72705197-72705245-72695707-72695876-72712778-72712937__0:0:0__R2design0	326,341,949,475	46,74,62,65	995,769,1080,882	109,94,57,35	1	1	1	1.0
ENSG00000067798.16;NAV3;chr12-78146368-78146392-78140281-78140334-78148841-78148919__0:0:0__R2design0	626,614,566,345	67,61,52,61	1012,629,449,415	83,78,54,33	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__R2design0	1,0,1,0	90,80,74,53	1,0,0,3	102,74,50,45	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design1	384,431,382,215	41,40,36,20	426,326,222,234	71,33,17,19	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design2	645,805,631,315	37,41,31,19	975,692,476,462	59,40,27,16	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design3	756,801,653,374	31,48,47,27	1073,759,586,519	73,68,36,28	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design4	1675,1819,1493,870	82,72,99,53	2754,1921,1477,1308	154,112,63,61	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design5	1133,973,1036,536	50,95,93,33	1196,774,608,607	121,96,63,39	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design6	1615,1808,1247,919	119,139,170,83	2885,1961,1564,1319	259,187,113,110	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design7	1036,1009,985,566	40,61,49,21	1509,1117,830,784	79,54,35,28	1	1	1	1.0
ENSG00000070031.4;SCT;chr11-626887-626989-626308-626530-627072-627181__0:0:0__vae_cancer_RBM10_0_to_neg_R2design8	497,449,591,263	21,31,27,19	404,317,252,231	50,39,27,23	1	1	1	1.0
ENSG00000070540.13;WIPI1;chr17-68435619-68435712-68434555-68434626-68436381-68436479__0:0:0__R2design0	251,285,196,119	11,21,19,20	431,264,239,143	41,17,21,12	1	1	1	1.0
ENSG00000071242.12;RPS6KA2;chr6-166538667-166538784-166531231-166531313-166626920-166627251__0:0:0__R2design0	3200,3515,2779,1663	85,109,115,69	4454,3066,2218,1892	130,122,74,64	1	1	1	1.0
ENSG00000072121.17;ZFYVE26;chr14-67751051-67751096-67729210-67729819-67752343-67752526__0:0:0__R2design0	1179,1409,1232,706	49,63,75,48	2737,1823,1487,1207	128,100,62,58	1	1	1	1.0
ENSG00000072310.18;SREBF1;chr17-17813367-17813479-17811333-17812851-17813568-17813769__0:0:0__R2design0	2,2,2,0	1035,1040,924,606	5,3,1,1	1275,824,665,611	1	1	1	1.0
ENSG00000072415.10;MPP5;chr14-67303521-67303599-67302409-67302571-67312526-67312710__0:0:0__R2design0	4062,4621,3921,2286	155,153,169,156	8155,5390,4495,3730	334,251,158,126	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__R2design0	2346,2547,2242,1249	137,107,119,69	3380,2538,1884,1742	204,156,110,110	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_neg_R2design1	8,5,11,5	761,746,797,494	38,24,20,14	1300,918,693,557	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_neg_R2design2	7,7,14,11	2733,2859,2823,1963	27,29,24,16	5232,3515,2769,2437	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_neg_R2design3	3,0	45,52	0,0,0,1	77,46,35,38	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_neg_R2design4	144,173,181,109	411,473,531,326	294,206,125,117	360,259,153,182	1	1	0.000422582079539	0.052294532343
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_neg_R2design5	5,12,9,4	51,56,56,46	14,11	49,41	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_neg_R2design6	1,3,7,4	764,783,808,544	10,4,8,6	1186,825,598,483	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_pos_R2design10	0,0,0	42,40,48	0,0,0	69,48,38	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_pos_R2design11	0,0,0,0	45,50,56,49	3,1,3	59,56,32	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_pos_R2design13	2,0,0,0	138,117,157,95	0,0,1,1	156,119,75,72	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_pos_R2design7	0,1,1,0	457,529,534,300	4,2,1,1	522,348,273,263	1	1	1	1.0
ENSG00000072422.17;RHOBTB1;chr10-60910886-60910990-60892809-60892995-60911350-60911552__0:0:0__vae_cancer_RBM10_0_to_pos_R2design9	0,0,0,0	41,53,59,46	0,0	58,47	1	1	1	1.0
ENSG00000072657.10;TRHDE;chr12-72473066-72473180-72286680-72286954-72542290-72542356__0:0:0__R2design0	2865,3158,2780,1525	85,122,113,69	3844,2618,1990,1711	138,110,54,45	1	1	1	1.0
ENSG00000073670.14;ADAM11;chr17-44775393-44775465-44775211-44775311-44775583-44775676__0:0:0__R2design0	1,4,3,2	594,620,576,346	2,14,3,11	800,472,384,356	1	1	1	1.0
ENSG00000073711.11;PPP2R3A;chr3-136070477-136070552-136049258-136049361-136078366-136078453__0:0:0__R2design0	1001,1083,1023,630	30,26,35,30	1623,1117,863,724	40,50,27,26	1	1	1	1.0
ENSG00000074219.14;TEAD2;chr19-49355311-49355419-49355147-49355206-49357251-49357314__0:0:0__R2design0	14,4,14,5	912,976,1019,626	45,20,29,23	1483,938,786,642	1	1	1	1.0
ENSG00000074590.14;NUAK1;chr12-106083863-106083929-106072723-106072843-106086733-106086885__0:0:0__R2design0	4578,5167,4331,2504	215,263,316,190	8772,5697,4375,3529	483,385,202,168	1	1	1	1.0
ENSG00000075213.11;SEMA3A;chr7-83985435-83985477-83977131-83977196-84001954-84002046__0:0:0__R2design0	1928,2173,2027,1243	79,109,84,73	3535,2321,1670,1478	161,100,82,64	1	1	1	1.0
ENSG00000075399.14;VPS9D1;chr16-89712459-89712522-89712046-89712099-89712604-89712716__0:0:0__R2design0	2,1,0,0	1075,1119,1362,877	2,1,0,0	1773,1200,866,766	1	1	1	1.0
ENSG00000075539.15;FRYL;chr4-48527970-48528045-48527476-48527653-48528174-48528336__0:0:0__R2design0	1730,1880,1382,796	46,60,44,37	2874,1827,2029,1568	73,61,39,24	1	1	1	1.0
ENSG00000075702.19;WDR62;chr19-36103155-36103207-36102947-36103042-36103342-36103981__0:0:0__R2design0	0,0,0,0	148,127,158,109	0,0,0,0	187,140,78,53	1	1	1	1.0
ENSG00000076685.19;NT5C2;chr10-103098930-103098984-103095938-103095980-103099925-103100019__0:0:0__R2design0	4926,5863,4835,2835	170,182,175,121	9872,6675,5457,4640	319,261,140,129	1	1	1	1.0
ENSG00000077063.11;CTTNBP2;chr7-117745830-117745930-117735268-117735421-117756554-117756634__0:0:0__R2design0	3575,3602,3048,1731	147,133,144,90	5118,3562,2736,2243	187,159,96,80	1	1	1	1.0
ENSG00000078053.17;AMPH;chr7-38426953-38426986-38394004-38394214-38432188-38432212__0:0:0__R2design0	5120,5738,5624,3447	98,128,139,95	9525,6272,4923,4242	199,186,102,78	1	1	1	1.0
ENSG00000078902.16;TOLLIP;chr11-1286001-1286092-1274370-1277253-1288623-1288776__0:0:0__R2design0	266,253,282,131	28,41,42,23	459,310,197,142	67,41,31,21	1	1	1	1.0
ENSG00000079156.17;OSBPL6;chr2-178382419-178382507-178373889-178374027-178383023-178383277__0:0:0__R2design0	5184,5939,4509,2571	197,295,254,164	10489,6753,5824,4828	438,338,207,194	1	1	1	1.0
ENSG00000079263.19;SP140;chr2-230270585-230270639-230269836-230269953-230284345-230284411__0:0:0__R2design0	1529,1760,1660,981	45,54,58,59	3069,2041,1776,1361	111,72,58,66	1	1	1	1.0
ENSG00000079308.20;TNS1;chr2-217892947-217893012-217890327-217891045-217895005-217895056__0:0:0__R2design0	1355,1382,1191,671	90,97,96,59	2212,1554,1077,916	174,110,112,94	1	1	1	1.0
ENSG00000080493.18;SLC4A4;chr4-71555139-71555208-71547647-71547720-71557711-71557885__0:0:0__R2design0	13764,15695,11632,6856	494,723,582,410	26635,17207,16086,13598	1052,842,522,459	1	1	1	1.0
ENSG00000080573.7;COL5A3;chr19-9967346-9967400-9966535-9966746-9967903-9967939__0:0:0__R2design0	1,0,0,1	304,356,462,252	0,1,1,0	376,213,195,191	1	1	1	1.0
ENSG00000084090.14;STARD7;chr2-96187216-96187301-96184858-96186914-96192368-96192468__0:0:0__R2design0	1544,1855,1486,826	75,88,109,60	2747,1835,1438,1149	126,99,66,50	1	1	1	1.0
ENSG00000084090.14;STARD7;chr2-96193241-96193352-96193075-96193160-96194957-96195007__0:0:0__R2design0	2072,2273,1765,1088	81,69,95,73	3455,2396,1800,1595	118,86,60,36	1	1	1	1.0
ENSG00000085063.17;CD59;chr11-33722378-33722463-33717369-33717471-33731423-33731468__0:0:0__R2design0	2505,3166,2472,1566	130,107,136,108	5168,3689,2484,2078	224,177,96,106	1	1	1	1.0
ENSG00000085978.22;ATG16L1;chr2-233282681-233282753-233281104-233281175-233289853-233289883__0:0:0__R2design0	823,897,750,427	75,66,79,29	1302,820,701,564	137,80,49,62	1	1	1	1.0
ENSG00000086065.14;CHMP5;chr9-33271151-33271223-33270622-33270716-33276455-33276564__0:0:0__R2design0	774,847,764,441	50,59,53,49	1350,1045,664,528	97,81,47,35	1	1	1	1.0
ENSG00000087085.16;ACHE;chr7-100892707-100892818-100890210-100890335-100893164-100894233__0:0:0__R2design0	17,51,35,21	1867,2029,2202,1527	69,236,130,117	3129,2033,1603,1353	1	1	1	1.0
ENSG00000087299.12;L2HGDH;chr14-50293204-50293283-50283852-50284033-50294114-50294246__0:0:0__R2design0	2,3,0,0	1998,2065,1853,1260	7,0,2,2	4438,2887,2087,1873	1	1	1	1.0
ENSG00000087299.12;L2HGDH;chr14-50293204-50293283-50283852-50284033-50294114-50294246__0:0:0__vae_cancer_RBM10_0_to_neg_R2design1	1,0,4,2	1568,1789,1749,1156	6,4,0,4	3242,2158,1594,1293	1	1	1	1.0
ENSG00000087299.12;L2HGDH;chr14-50293204-50293283-50283852-50284033-50294114-50294246__0:0:0__vae_cancer_RBM10_0_to_neg_R2design2	1,1,5,1	1840,1661,1893,1266	1,2,8,2	2710,1814,1190,936	1	1	1	1.0
ENSG00000088386.17;SLC15A1;chr13-98709741-98709774-98709571-98709660-98709866-98709911__0:11:0__R2design0	2716,2866,2675,1823	93,95,119,71	4419,3038,2214,1843	135,108,54,63	1	1	1	1.0
ENSG00000088812.18;ATRN;chr20-3644153-3644268-3638827-3638935-3646722-3651118__0:0:0__R2design0	7206,8316,6642,3636	143,134,138,92	12714,8245,6714,5635	165,197,130,105	1	1	1	1.0
ENSG00000089123.16;TASP1;chr20-13625184-13625252-13587249-13587370-13638893-13638903__0:0:0__R2design0	2549,2499,2517,1388	186,199,159,129	3719,2412,1912,1776	356,276,185,136	1	1	1	1.0
ENSG00000089250.19;NOS1;chr12-117242626-117242705-117234564-117234758-117243296-117243435__0:0:0__R2design0	1054,1193,935,601	84,84,79,56	2188,1500,1072,860	143,95,67,57	1	1	1	1.0
ENSG00000091039.17;OSBPL8;chr12-76402688-76402766-76399872-76399974-76410563-76410634__0:0:0__R2design0	1156,1265,1025,669	39,22,28,12	1822,1226,946,895	50,41,25,20	1	1	1	1.0
ENSG00000091436.17;MAP3K20;chr2-173198025-173198112-173191039-173191177-173203795-173203870__0:0:0__R2design0	4052,4567,3738,2083	223,237,210,143	6119,4233,3415,2858	277,226,154,128	1	1	1	1.0
ENSG00000091436.17;MAP3K20;chr2-173229688-173229733-173217114-173217250-173232319-173232459__0:0:0__R2design0	3929,4416,3942,2472	204,224,252,151	8365,6224,4706,4074	340,308,190,172	1	1	1	1.0
