ExonID	I1	S1	I2	S2	I_len	S_len	PValue	FDR
ENSG00000027869.12;SH2D2A;chr1-156816005-156816063-156815036-156815221-156816674-156816834__-31:0:0___ENSG00000027869.12;SH2D2A;chr1-156816005-156816063-156815036-156815221-156816674-156816834__0:0:0	20,37,22,12	9,11,7,3	23,14,1,8	1,1,0,0	1	1	1	1.0
ENSG00000029639.11;TFB1M;chr6-155298476-155298585-155285157-155285277-155311187-155311339__0:0:0___ENSG00000029639.11;TFB1M;chr6-155298476-155298585-155285157-155285277-155311187-155311339__0:-46:0	52,89,26,30	1,4,1,5	8,18,6,21	3,3,4,0	1	1	1	1.0
ENSG00000031823.14;RANBP3;chr19-5931418-5931531-5927967-5928087-5932451-5932544__0:15:0___ENSG00000031823.14;RANBP3;chr19-5931418-5931531-5927967-5928087-5932451-5932544__0:0:0	26,22,13,15	10,13,0,3	12,16,2,4	7,5,0,7	1	1	0.924484385623	1.0
ENSG00000031823.14;RANBP3;chr19-5957917-5957968-5933413-5933479-5978060-5978093__-5:0:0___ENSG00000031823.14;RANBP3;chr19-5957917-5957968-5933413-5933479-5978060-5978093__33:0:0	62,57,29,38	26,25,19,19	15,28,8,23	7,8,3,2	1	1	0.563368244688	1.0
ENSG00000032389.13;EIPR1;chr2-3353205-3353323-3338016-3338149-3354549-3354633__75:0:0___ENSG00000032389.13;EIPR1;chr2-3353205-3353323-3338016-3338149-3354549-3354633__62:0:0	3,2,4,2	1,4,0,0	1,1,1,0	1,1,0,0	1	1	1	1.0
ENSG00000033178.13;UBA6;chr4-67682118-67682213-67681562-67681591-67696644-67696707__0:-86:0___ENSG00000033178.13;UBA6;chr4-67682118-67682213-67681562-67681591-67696644-67696707__0:0:0	121,117,85,84	48,31,14,20	30,29,33,28	21,37,1,14	1	1	1	1.0
ENSG00000033867.16;SLC4A7;chr3-27397683-27397797-27394953-27395115-27398191-27398353__73:0:0___ENSG00000033867.16;SLC4A7;chr3-27397683-27397797-27394953-27395115-27398191-27398353__0:0:0	32,26,14,17	24,6,6,6	2,12,0,11	5,6,6,9	1	1	0.118108461369	0.837321774909
ENSG00000041880.15;PARP3;chr3-51945852-51945939-51945494-51945644-51946165-51946261__0:0:0___ENSG00000041880.15;PARP3;chr3-51945852-51945939-51945494-51945644-51946165-51946261__0:-22:0	152,162,51,71	24,31,20,8	27,37,36,33	17,17,11,11	1	1	0.494961999152	1.0
ENSG00000043093.15;DCUN1D1;chr3-182980834-182980935-182965536-182965753-182985820-182985913__0:0:0___ENSG00000043093.15;DCUN1D1;chr3-182980834-182980935-182965536-182965753-182985820-182985913__10:0:0	1,4,3,0	2,0,0,0	0,2,0,0	2,0,5,0	1	1	1	1.0
ENSG00000047230.15;CTPS2;chrX-16667513-16667557-16639146-16639243-16678361-16678450__0:0:0___ENSG00000047230.15;CTPS2;chrX-16667513-16667557-16639146-16639243-16678361-16678450__-40:0:0	4,1,3,1	1,0,0,0	0,1,0,4	3,0,0,0	1	1	1	1.0
ENSG00000047230.15;CTPS2;chrX-16667513-16667557-16639146-16639243-16678361-16678450__0:0:0___ENSG00000047230.15;CTPS2;chrX-16667513-16667557-16639146-16639243-16678361-16678450__15:0:0	4,1,3,1	6,7,5,1	0,1,0,4	5,0,0,0	1	1	1	1.0
ENSG00000047410.14;TPR;chr1-186331497-186331581-186327459-186327660-186332194-186332343__0:0:0___ENSG00000047410.14;TPR;chr1-186331497-186331581-186327459-186327660-186332194-186332343__-15:0:0	65,37,26,35	12,10,6,2	11,12,5,12	5,5,1,5	1	1	0.937272626648	1.0
ENSG00000048140.18;TSPAN17;chr5-176656894-176656924-176656699-176656816-176657517-176659053__0:32:0___ENSG00000048140.18;TSPAN17;chr5-176656894-176656924-176656699-176656816-176657517-176659053__0:0:0	34,39,21,25	0,4,6,5	22,14,13,6	0,0,1,0	1	1	1	1.0
ENSG00000049089.15;COL9A2;chr1-40310110-40310164-40309937-40309991-40310263-40310317__0:0:0___ENSG00000049089.15;COL9A2;chr1-40310110-40310164-40309937-40309991-40310263-40310317__0:-8:0	50,58,40,47	0,0,5,7	5,15,0,11	0,1,1,0	1	1	1	1.0
ENSG00000050130.18;JKAMP;chr14-59486712-59486804-59484516-59484593-59487673-59487828__18:0:0___ENSG00000050130.18;JKAMP;chr14-59486712-59486804-59484516-59484593-59487673-59487828__0:0:0	3,3,0,3	6,3,4,1	1,0,0,4	1,1,0,0	1	1	1	1.0
ENSG00000050426.16;LETMD1;chr12-51053777-51053860-51049033-51049185-51055834-51055848__34:0:0___ENSG00000050426.16;LETMD1;chr12-51053777-51053860-51049033-51049185-51055834-51055848__0:0:0	68,75,43,47	36,45,22,43	35,33,3,7	16,27,11,12	1	1	0.695214945606	1.0
ENSG00000052126.15;PLEKHA5;chr12-19343322-19343434-19336514-19336616-19345841-19345888__0:0:0___ENSG00000052126.15;PLEKHA5;chr12-19343322-19343434-19336514-19336616-19345841-19345888__0:-15:0	37,21,14,17	8,4,2,5	4,15,2,4	4,5,3,4	1	1	0.182323698406	1.0
ENSG00000052841.15;TTC17;chr11-43396708-43396818-43391820-43391952-43397346-43397491__0:0:0___ENSG00000052841.15;TTC17;chr11-43396708-43396818-43391820-43391952-43397346-43397491__0:-95:0	144,156,84,128	34,31,12,17	107,95,33,34	2,3,0,2	1	1	0.0285852397947	0.389473892203
ENSG00000053524.13;MCF2L2;chr3-183323234-183323351-183318067-183318217-183338799-183338919__0:0:0___ENSG00000053524.13;MCF2L2;chr3-183323234-183323351-183318067-183318217-183338799-183338919__0:-23:0	21,19,9,14	1,0,0,0	6,4,5,0	4,1,0,0	1	1	1	1.0
ENSG00000055609.21;KMT2C;chr7-152156204-152156271-152155909-152156057-152157760-152157922__-3:0:0___ENSG00000055609.21;KMT2C;chr7-152156204-152156271-152155909-152156057-152157760-152157922__-75:0:0	23,9,1,7	4,4,3,1	6,7,5,1	0,0,0,4	1	1	0.291102180541	1.0
ENSG00000056586.16;RC3H2;chr9-122851322-122851436-122851080-122851229-122853951-122854086__0:0:0___ENSG00000056586.16;RC3H2;chr9-122851322-122851436-122851080-122851229-122853951-122854086__6:0:0	62,54,40,36	19,16,16,7	17,21,1,13	1,11,10,3	1	1	1	1.0
ENSG00000059122.17;FLYWCH1;chr16-2948687-2948713-2940031-2940092-2948843-2949460__0:53:0___ENSG00000059122.17;FLYWCH1;chr16-2948687-2948713-2940031-2940092-2948843-2949460__0:101:0	3,1,0,1	0,1,1,0	3,0,5,6	1,0,0,0	1	1	1	1.0
ENSG00000060237.19;WNK1;chr12-890452-890510-889139-889223-894561-894635__0:3:0___ENSG00000060237.19;WNK1;chr12-890452-890510-889139-889223-894561-894635__0:0:0	108,108,32,40	6,10,1,5	26,54,10,38	13,7,8,0	1	1	1	1.0
ENSG00000060642.11;PIGV;chr1-26794112-26794206-26790758-26790893-26797562-26797807__0:25:0___ENSG00000060642.11;PIGV;chr1-26794112-26794206-26790758-26790893-26797562-26797807__0:67:0	4,0,1,0	0,1,1,0	0,2,0,0	0,1,0,0	1	1	1	1.0
ENSG00000062822.15;POLD1;chr19-50409518-50409594-50409121-50409235-50413425-50413521__0:0:0___ENSG00000062822.15;POLD1;chr19-50409518-50409594-50409121-50409235-50413425-50413521__0:39:0	18,40,14,7	4,4,1,2	20,20,5,25	5,9,2,5	1	1	0.761934169131	1.0
ENSG00000063601.17;MTMR1;chrX-150750729-150750843-150744360-150744453-150755688-150755865__0:0:0___ENSG00000063601.17;MTMR1;chrX-150750729-150750843-150744360-150744453-150755688-150755865__62:0:0	40,33,28,42	14,7,8,24	22,21,22,25	5,4,0,0	1	1	0.0364005308264	0.433352841861
ENSG00000064201.16;TSPAN32;chr11-2316228-2316312-2314484-2314571-2316575-2316667__0:0:0___ENSG00000064201.16;TSPAN32;chr11-2316228-2316312-2314484-2314571-2316575-2316667__12:0:0	24,40,5,11	1,0,0,0	3,14,7,5	0,0,0,4	1	1	1	1.0
ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:2:0___ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:6:0	21,17,12,9	3,4,11,11	12,3,11,3	0,2,2,0	1	1	0.0015840311374	0.0726986922007
ENSG00000065357.20;DGKA;chr12-55940896-55940980-55940623-55940722-55941251-55941325__0:0:0___ENSG00000065357.20;DGKA;chr12-55940896-55940980-55940623-55940722-55941251-55941325__0:10:0	34,33,19,17	0,4,0,1	3,11,12,6	4,0,0,0	1	1	1	1.0
ENSG00000065618.21;COL17A1;chr10-104035262-104035373-104034620-104034767-104035473-104035563__0:0:0___ENSG00000065618.21;COL17A1;chr10-104035262-104035373-104034620-104034767-104035473-104035563__0:-51:0	64,28,19,25	5,8,0,7	4,10,12,5	9,1,5,0	1	1	1	1.0
ENSG00000065717.15;TLE2;chr19-3045725-3045799-3028705-3028803-3047562-3047635__0:0:0___ENSG00000065717.15;TLE2;chr19-3045725-3045799-3028705-3028803-3047562-3047635__-21:0:0	50,54,19,39	7,10,6,4	21,18,5,4	10,15,6,3	1	1	0.00806580159616	0.207846204879
ENSG00000066629.18;EML1;chr14-99917815-99917849-99914575-99914697-99920788-99920877__-34:0:0___ENSG00000066629.18;EML1;chr14-99917815-99917849-99914575-99914697-99920788-99920877__0:0:0	205,225,96,120	141,138,79,91	115,117,57,76	29,53,36,25	1	1	0.363979841016	1.0
ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__43:0:0___ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__-53:0:0	7,11,7,12	0,1,0,2	1,4,0,3	0,0,1,4	1	1	1	1.0
ENSG00000067606.17;PRKCZ;chr1-2146026-2146108-2144209-2144341-2148871-2148924__0:0:0___ENSG00000067606.17;PRKCZ;chr1-2146026-2146108-2144209-2144341-2148871-2148924__0:25:0	4,9,1,3	1,0,0,0	0,5,0,0	0,1,0,0	1	1	1	1.0
ENSG00000067900.8;ROCK1;chr18-20959839-20959928-20955166-20955245-20960135-20960206__0:-80:0___ENSG00000067900.8;ROCK1;chr18-20959839-20959928-20955166-20955245-20960135-20960206__0:0:0	57,26,15,13	45,43,25,29	3,11,6,2	26,24,15,13	1	1	0.0781384133527	0.661521324695
ENSG00000067900.8;ROCK1;chr18-21020150-21020239-21008058-21008194-21023619-21023680__3:0:0___ENSG00000067900.8;ROCK1;chr18-21020150-21020239-21008058-21008194-21023619-21023680__0:0:0	4,7,0,4	8,17,6,7	8,3,0,4	10,6,2,2	1	1	0.802148073662	1.0
ENSG00000068400.13;GRIPAP1;chrX-48997249-48997357-48993427-48993578-48998153-48998180__0:0:0___ENSG00000068400.13;GRIPAP1;chrX-48997249-48997357-48993427-48993578-48998153-48998180__0:2:0	11,10,8,3	2,1,0,0	0,2,1,1	0,0,0,1	1	1	1	1.0
ENSG00000069188.17;SDK2;chr17-73398319-73398429-73398034-73398185-73399167-73399289__0:0:0___ENSG00000069188.17;SDK2;chr17-73398319-73398429-73398034-73398185-73399167-73399289__4:0:0	22,25,9,4	1,0,0,0	6,6,2,0	0,0,3,0	1	1	1	1.0
ENSG00000070061.16;ELP1;chr9-108870453-108870553-108868445-108869182-108874894-108874970__35:0:0___ENSG00000070061.16;ELP1;chr9-108870453-108870553-108868445-108869182-108874894-108874970__-39:0:0	49,51,28,30	0,0,0,3	29,20,4,3	0,0,4,0	1	1	1	1.0
ENSG00000070061.16;ELP1;chr9-108870453-108870553-108868445-108869182-108874894-108874970__35:0:0___ENSG00000070061.16;ELP1;chr9-108870453-108870553-108868445-108869182-108874894-108874970__0:0:0	49,51,28,30	18,24,13,13	29,20,4,3	5,15,8,7	1	1	0.697096866016	1.0
ENSG00000070061.16;ELP1;chr9-108919252-108919349-108917546-108917670-108922841-108922927__0:0:0___ENSG00000070061.16;ELP1;chr9-108919252-108919349-108917546-108917670-108922841-108922927__0:-25:0	31,24,10,3	13,6,1,4	7,5,1,4	3,2,4,2	1	1	0.809819121774	1.0
ENSG00000070081.17;NUCB2;chr11-17286633-17286713-17282788-17282943-17291239-17291365__0:4:0___ENSG00000070081.17;NUCB2;chr11-17286633-17286713-17282788-17282943-17291239-17291365__0:0:0	52,56,26,27	22,26,6,3	37,42,4,17	3,16,0,1	1	1	0.786721002658	1.0
ENSG00000070367.16;EXOC5;chr14-57233987-57234032-57233742-57233883-57235710-57235820__36:0:0___ENSG00000070367.16;EXOC5;chr14-57233987-57234032-57233742-57233883-57235710-57235820__33:0:0	22,14,19,14	8,7,3,5	6,5,0,7	5,4,0,2	1	1	1	1.0
ENSG00000070367.16;EXOC5;chr14-57246710-57246827-57244164-57244359-57247617-57247712__-31:0:0___ENSG00000070367.16;EXOC5;chr14-57246710-57246827-57244164-57244359-57247617-57247712__0:0:0	5,8,10,9	7,17,2,6	8,3,3,3	3,7,5,7	1	1	0.870269320447	1.0
ENSG00000070495.15;JMJD6;chr17-76721262-76721351-76720359-76720498-76721797-76721933__-5:0:0___ENSG00000070495.15;JMJD6;chr17-76721262-76721351-76720359-76720498-76721797-76721933__0:0:0	7,22,4,5	6,13,2,7	4,4,5,10	3,1,7,0	1	1	0.511882430751	1.0
ENSG00000070526.15;ST6GALNAC1;chr17-76626050-76626095-76625849-76625918-76626288-76626392__0:45:0___ENSG00000070526.15;ST6GALNAC1;chr17-76626050-76626095-76625849-76625918-76626288-76626392__0:0:0	20,33,11,8	2,2,2,2	0,3,4,3	0,1,3,0	1	1	1	1.0
ENSG00000070759.17;TESK2;chr1-45346978-45347062-45346692-45346779-45347608-45347693__0:0:0___ENSG00000070759.17;TESK2;chr1-45346978-45347062-45346692-45346779-45347608-45347693__4:0:0	69,38,19,26	10,8,1,4	11,11,1,0	4,4,1,4	1	1	0.146469428585	0.92551696903
ENSG00000071054.16;MAP4K4;chr2-101873646-101873764-101871493-101871685-101874081-101874252__64:0:0___ENSG00000071054.16;MAP4K4;chr2-101873646-101873764-101871493-101871685-101874081-101874252__0:0:0	61,67,45,27	43,22,29,34	16,14,2,5	15,6,22,13	1	1	0.227246439995	1.0
ENSG00000071205.12;ARHGAP10;chr4-147864845-147864956-147857552-147857654-147866711-147866816__0:0:0___ENSG00000071205.12;ARHGAP10;chr4-147864845-147864956-147857552-147857654-147866711-147866816__4:0:0	36,45,18,31	2,8,2,7	8,20,13,3	9,7,1,5	1	1	0.240299671301	1.0
ENSG00000072195.15;SPEG;chr2-219444029-219444059-219443107-219443150-219444652-219444742__-5:0:0___ENSG00000072195.15;SPEG;chr2-219444029-219444059-219443107-219443150-219444652-219444742__0:0:0	13,16,5,12	5,3,0,7	14,8,5,0	3,0,0,0	1	1	1	1.0
ENSG00000072310.18;SREBF1;chr17-17818259-17818374-17817695-17817916-17819012-17819234__0:0:0___ENSG00000072310.18;SREBF1;chr17-17818259-17818374-17817695-17817916-17819012-17819234__59:0:0	6,10,2,4	2,4,1,3	3,1,1,0	1,0,0,0	1	1	1	1.0
ENSG00000072506.14;HSD17B10;chrX-53431824-53431906-53431257-53431594-53431987-53432116__0:27:0___ENSG00000072506.14;HSD17B10;chrX-53431824-53431906-53431257-53431594-53431987-53432116__0:0:0	155,88,21,64	16,14,10,10	23,27,5,3	3,4,1,8	1	1	1	1.0
ENSG00000072609.18;CHFR;chr12-132851617-132851734-132848640-132848724-132853430-132854104__-3:0:0___ENSG00000072609.18;CHFR;chr12-132851617-132851734-132848640-132848724-132853430-132854104__0:0:0	9,7,10,3	16,19,9,4	12,2,9,3	6,2,5,14	1	1	0.875811824556	1.0
ENSG00000072778.20;ACADVL;chr17-7223812-7223858-7223643-7223730-7223967-7224069__0:-31:0___ENSG00000072778.20;ACADVL;chr17-7223812-7223858-7223643-7223730-7223967-7224069__0:0:0	12,24,4,7	0,1,2,0	6,8,1,1	2,1,2,0	1	1	1	1.0
ENSG00000072778.20;ACADVL;chr17-7223812-7223858-7223643-7223730-7223967-7224069__0:-31:0___ENSG00000072778.20;ACADVL;chr17-7223812-7223858-7223643-7223730-7223967-7224069__0:57:0	12,24,4,7	25,35,7,5	6,8,1,1	9,7,9,5	1	1	0.958146476814	1.0
ENSG00000072778.20;ACADVL;chr17-7224479-7224552-7224216-7224393-7224808-7224813__0:0:0___ENSG00000072778.20;ACADVL;chr17-7224479-7224552-7224216-7224393-7224808-7224813__4:0:0	17,25,12,6	2,0,0,0	7,7,3,0	0,0,3,0	1	1	1	1.0
ENSG00000072832.15;CRMP1;chr4-5866667-5866756-5861025-5861210-5888227-5888471__0:0:0___ENSG00000072832.15;CRMP1;chr4-5866667-5866756-5861025-5861210-5888227-5888471__0:44:0	12,17,6,12	2,5,1,8	14,3,5,2	1,0,0,0	1	1	0.0510203593885	0.556121917335
ENSG00000073060.17;SCARB1;chr12-124786440-124786503-124782682-124782811-124787405-124787457__0:0:0___ENSG00000073060.17;SCARB1;chr12-124786440-124786503-124782682-124782811-124787405-124787457__0:17:0	28,28,22,18	1,1,0,0	9,4,6,2	0,0,0,4	1	1	1	1.0
ENSG00000073712.15;FERMT2;chr14-52861013-52861034-52860340-52860465-52864400-52864622__0:0:0___ENSG00000073712.15;FERMT2;chr14-52861013-52861034-52860340-52860465-52864400-52864622__4:0:0	9,3,7,6	1,0,0,0	3,8,2,0	3,0,0,0	1	1	1	1.0
ENSG00000074657.14;ZNF532;chr18-58979054-58979167-58953517-58953799-58981469-58981525__0:0:0___ENSG00000074657.14;ZNF532;chr18-58979054-58979167-58953517-58953799-58981469-58981525__0:-12:0	8,12,4,1	5,2,3,2	3,4,5,5	3,0,0,0	1	1	0.0335463059576	0.417891125643
ENSG00000074755.15;ZZEF1;chr17-4066446-4066540-4064360-4064829-4067162-4067242__0:0:0___ENSG00000074755.15;ZZEF1;chr17-4066446-4066540-4064360-4064829-4067162-4067242__4:0:0	147,165,83,89	6,14,7,9	50,44,23,15	8,4,0,14	1	1	1	1.0
ENSG00000075568.17;TMEM131;chr2-97760592-97760689-97759651-97759749-97760792-97760914__0:0:0___ENSG00000075568.17;TMEM131;chr2-97760592-97760689-97759651-97759749-97760792-97760914__39:0:0	21,6,12,6	4,1,3,1	0,3,6,0	0,0,0,1	1	1	1	1.0
ENSG00000075785.14;RAB7A;chr3-128806371-128806449-128797942-128798069-128807542-128807671__0:0:0___ENSG00000075785.14;RAB7A;chr3-128806371-128806449-128797942-128798069-128807542-128807671__0:-20:0	103,78,36,44	20,33,5,12	21,14,7,31	4,3,24,14	1	1	0.745156249182	1.0
ENSG00000075914.13;EXOSC7;chr3-44989139-44989241-44976243-44976334-44989549-44989644__0:0:0___ENSG00000075914.13;EXOSC7;chr3-44989139-44989241-44976243-44976334-44989549-44989644__4:0:0	22,32,18,19	5,2,2,0	13,6,4,8	0,2,4,0	1	1	1	1.0
ENSG00000077097.16;TOP2B;chr3-25626559-25626674-25624681-25624803-25626771-25626864__0:0:0___ENSG00000077097.16;TOP2B;chr3-25626559-25626674-25624681-25624803-25626771-25626864__82:0:0	3,4,2,1	1,2,1,1	4,4,1,3	1,0,0,0	1	1	0.892044627674	1.0
ENSG00000077097.16;TOP2B;chr3-25628846-25628952-25627056-25627296-25629034-25629145__35:0:0___ENSG00000077097.16;TOP2B;chr3-25628846-25628952-25627056-25627296-25629034-25629145__0:0:0	14,26,15,18	57,64,28,14	1,14,1,7	15,32,12,12	1	1	0.71310470833	1.0
ENSG00000077157.22;PPP1R12B;chr1-202443086-202443127-202442525-202442572-202445045-202445228__0:0:0___ENSG00000077157.22;PPP1R12B;chr1-202443086-202443127-202442525-202442572-202445045-202445228__364:329:0	26,13,8,5	2,0,1,0	3,3,0,4	5,6,0,0	1	1	1	1.0
ENSG00000077782.22;FGFR1;chr8-38428351-38428435-38427920-38428093-38457355-38457503__0:0:0___ENSG00000077782.22;FGFR1;chr8-38428351-38428435-38427920-38428093-38457355-38457503__0:6:0	138,101,24,39	61,50,18,33	28,36,31,22	9,11,13,11	1	1	1	1.0
