ExonID	I1	S1	I2	S2	I_len	S_len	PValue	FDR
ENSG00000012963.15;UBR7;chr14-93212031-93212127-93210647-93210708-93214928-93214982__0:-84:0___ENSG00000012963.15;UBR7;chr14-93212031-93212127-93210647-93210708-93214928-93214982__0:0:0	3,9,10	13,15,12	5,15,9	14,7,11	1	1	0.803180239042	1.0
ENSG00000012983.12;MAP4K5;chr14-50429191-50429256-50425906-50425977-50434393-50434571__0:0:0___ENSG00000012983.12;MAP4K5;chr14-50429191-50429256-50425906-50425977-50434393-50434571__-4:0:0	0,3,0	2,0,0	4,2,5	0,1,3	1	1	1	1.0
ENSG00000012983.12;MAP4K5;chr14-50476127-50476170-50475076-50475149-50482360-50482416__22:0:0___ENSG00000012983.12;MAP4K5;chr14-50476127-50476170-50475076-50475149-50482360-50482416__0:0:0	8,18,5	1,8,14	44,15,18	1,3,1	1	1	0.0265347899875	0.198114479299
ENSG00000013306.16;SLC25A39;chr17-44322418-44322528-44320937-44321558-44323283-44323343__0:0:0___ENSG00000013306.16;SLC25A39;chr17-44322418-44322528-44320937-44321558-44323283-44323343__-24:0:0	110,78,78	13,1,11	67,86,58	31,42,34	1	1	5.69504172376e-06	0.00024203927326
ENSG00000013573.17;DDX11;chr12-31078462-31078537-31073891-31074091-31083812-31084061__0:0:0___ENSG00000013573.17;DDX11;chr12-31078462-31078537-31073891-31074091-31083812-31084061__-73:0:0	24,34,48	4,27,3	34,46,24	42,26,28	1	1	0.0259777373473	0.196612327183
ENSG00000013810.21;TACC3;chr4-1735278-1735325-1731171-1731301-1735736-1735834__-6:0:0___ENSG00000013810.21;TACC3;chr4-1735278-1735325-1731171-1731301-1735736-1735834__0:0:0	10,4,2	7,0,5	6,1,2	5,10,3	1	1	0.23155629467	0.783184890326
ENSG00000014257.16;ACP3;chr3-132337455-132337554-132332191-132332344-132342551-132342579__0:0:0___ENSG00000014257.16;ACP3;chr3-132337455-132337554-132332191-132332344-132342551-132342579__20:0:0	137,148,122	66,63,23	123,160,75	69,85,53	1	1	0.865045974073	1.0
ENSG00000014824.14;SLC30A9;chr4-42060190-42060246-42049376-42049479-42062985-42063121__0:-34:0___ENSG00000014824.14;SLC30A9;chr4-42060190-42060246-42049376-42049479-42062985-42063121__0:0:0	21,14,19	4,13,16	6,12,19	18,7,8	1	1	0.927657521104	1.0
ENSG00000025770.19;NCAPH2;chr22-50521542-50521609-50520409-50521036-50521740-50521848__0:0:0___ENSG00000025770.19;NCAPH2;chr22-50521542-50521609-50520409-50521036-50521740-50521848__339:316:0	0,4,16	0,8,0	9,6,9	2,0,0	1	1	1	1.0
ENSG00000025770.19;NCAPH2;chr22-50521740-50521848-50521542-50521609-50521985-50522039__4:0:0___ENSG00000025770.19;NCAPH2;chr22-50521740-50521848-50521542-50521609-50521985-50522039__0:0:0	0,0,9	0,25,1	7,10,4	4,6,4	1	1	1	1.0
ENSG00000025800.14;KPNA6;chr1-32156852-32156927-32108057-32108134-32157345-32157445__0:18:0___ENSG00000025800.14;KPNA6;chr1-32156852-32156927-32108057-32108134-32157345-32157445__0:0:0	2,2,2	7,3,10	10,12,3	2,6,4	1	1	1	1.0
ENSG00000026950.17;BTN3A1;chr6-26405541-26405648-26402236-26402412-26405908-26406256__-38:0:0___ENSG00000026950.17;BTN3A1;chr6-26405541-26405648-26402236-26402412-26405908-26406256__0:0:0	28,21,15	62,40,29	104,77,37	42,60,50	1	1	0.0306369818831	0.221267091378
ENSG00000028203.18;VEZT;chr12-95258244-95258282-95257149-95257239-95262905-95263081__0:5:0___ENSG00000028203.18;VEZT;chr12-95258244-95258282-95257149-95257239-95262905-95263081__0:0:0	18,3,4	4,13,0	14,11,6	2,2,0	1	1	0.339434013206	0.92382902609
ENSG00000029534.21;ANK1;chr8-41758035-41758137-41733970-41734069-41797511-41797622__0:-62:0___ENSG00000029534.21;ANK1;chr8-41758035-41758137-41733970-41734069-41797511-41797622__0:0:0	13,9,29	27,32,25	14,12,10	50,56,26	1	1	0.517072550487	1.0
ENSG00000031823.14;RANBP3;chr19-5957917-5957968-5933413-5933479-5978060-5978093__-5:0:0___ENSG00000031823.14;RANBP3;chr19-5957917-5957968-5933413-5933479-5978060-5978093__33:0:0	26,49,57	8,8,15	62,40,42	48,18,17	1	1	0.172563224836	0.661755757689
ENSG00000032389.13;EIPR1;chr2-3261714-3261827-3257298-3257455-3338016-3338149__0:0:0___ENSG00000032389.13;EIPR1;chr2-3261714-3261827-3257298-3257455-3338016-3338149__0:-28:0	7,18,7	0,3,11	41,32,17	0,1,0	1	1	0.315501032678	0.905048362586
ENSG00000032389.13;EIPR1;chr2-3353205-3353323-3338016-3338149-3354549-3354633__62:0:0___ENSG00000032389.13;EIPR1;chr2-3353205-3353323-3338016-3338149-3354549-3354633__75:0:0	0,0,1	2,20,0	7,6,2	2,1,2	1	1	7.24897971689e-05	0.0024273098749
ENSG00000033178.13;UBA6;chr4-67682118-67682213-67681562-67681591-67696644-67696707__0:-86:0___ENSG00000033178.13;UBA6;chr4-67682118-67682213-67681562-67681591-67696644-67696707__0:0:0	78,98,34	28,15,2	63,105,57	32,54,23	1	1	0.144603935032	0.589621211108
ENSG00000035403.18;VCL;chr10-74070974-74071083-74070669-74070820-74072729-74072852__0:0:0___ENSG00000035403.18;VCL;chr10-74070974-74071083-74070669-74070820-74072729-74072852__49:0:0	30,79,19	14,28,25	67,55,66	19,15,12	1	1	0.282554232657	0.861205901808
ENSG00000035928.16;RFC1;chr4-39306591-39306701-39304813-39304928-39308635-39309032__0:0:0___ENSG00000035928.16;RFC1;chr4-39306591-39306701-39304813-39304928-39308635-39309032__-3:0:0	12,20,27	0,18,7	14,24,10	0,2,1	1	1	0.0895013815232	0.43664493442
ENSG00000036530.9;CYP46A1;chr14-99721955-99722036-99721238-99721323-99725390-99725479__0:0:0___ENSG00000036530.9;CYP46A1;chr14-99721955-99722036-99721238-99721323-99725390-99725479__0:30:0	7,3,6	7,6,19	12,3,12	18,5,6	1	1	0.600979997357	1.0
ENSG00000039523.20;RIPOR1;chr16-67543350-67543469-67541866-67543264-67544298-67544431__-3:0:0___ENSG00000039523.20;RIPOR1;chr16-67543350-67543469-67541866-67543264-67544298-67544431__0:0:0	14,15,4	10,4,1	8,24,28	0,0,2	1	1	0.00410871129311	0.0565483108728
ENSG00000039560.14;RAI14;chr5-34667262-34667379-34656398-34656475-34686871-34686955__0:0:0___ENSG00000039560.14;RAI14;chr5-34667262-34667379-34656398-34656475-34686871-34686955__20:0:0	89,83,59	1,1,4	58,108,60	30,28,8	1	1	0.00195232893616	0.0378477802536
ENSG00000041988.15;THAP3;chr1-6630290-6630353-6628498-6628691-6632390-6632495__-3:0:0___ENSG00000041988.15;THAP3;chr1-6630290-6630353-6628498-6628691-6632390-6632495__0:0:0	5,15,7	32,22,13	20,28,8	12,21,24	1	1	0.3249579321	0.91209542836
ENSG00000042980.13;ADAM28;chr8-24353769-24353832-24351986-24352052-24354383-24354472__0:0:0___ENSG00000042980.13;ADAM28;chr8-24353769-24353832-24351986-24352052-24354383-24354472__39:0:0	4,38,7	2,1,0	3,0,3	5,0,0	1	1	1	1.0
ENSG00000046889.19;PREX2;chr8-68027221-68027323-67952045-67952535-68030496-68030658__0:0:0___ENSG00000046889.19;PREX2;chr8-68027221-68027323-67952045-67952535-68030496-68030658__0:-23:0	2,1,6	0,4,1	2,2,7	6,3,3	1	1	0.259884389803	0.838019386597
ENSG00000047315.17;POLR2B;chr4-57023661-57023751-57023226-57023580-57024004-57024112__0:0:0___ENSG00000047315.17;POLR2B;chr4-57023661-57023751-57023226-57023580-57024004-57024112__14:0:0	1,7,0	1,0,0	2,9,5	0,1,0	1	1	1	1.0
ENSG00000047365.12;ARAP2;chr4-36212395-36212487-36210389-36210743-36213242-36213319__33:0:0___ENSG00000047365.12;ARAP2;chr4-36212395-36212487-36210389-36210743-36213242-36213319__0:0:0	51,120,81	76,178,159	116,135,96	126,118,103	1	1	0.520104120286	1.0
ENSG00000047410.14;TPR;chr1-186331497-186331581-186327459-186327660-186332194-186332343__0:0:0___ENSG00000047410.14;TPR;chr1-186331497-186331581-186327459-186327660-186332194-186332343__-15:0:0	37,44,7	5,3,0	50,21,21	41,57,38	1	1	4.22864743221e-10	4.2478685569e-08
ENSG00000047578.13;KATNIP;chr16-27699533-27699599-27698327-27698500-27701588-27701695__0:0:0___ENSG00000047578.13;KATNIP;chr16-27699533-27699599-27698327-27698500-27701588-27701695__-54:0:0	8,11,2	8,0,0	7,1,5	0,3,1	1	1	1	1.0
ENSG00000048342.18;CC2D2A;chr4-15560530-15560622-15559164-15559257-15563354-15563522__0:0:0___ENSG00000048342.18;CC2D2A;chr4-15560530-15560622-15559164-15559257-15563354-15563522__70:0:0	6,36,16	0,1,1	37,48,19	1,5,7	1	1	1	1.0
ENSG00000048828.17;FAM120A;chr9-93515666-93515767-93498789-93498886-93527154-93527242__0:0:0___ENSG00000048828.17;FAM120A;chr9-93515666-93515767-93498789-93498886-93527154-93527242__3:0:0	6,18,13	31,30,24	25,21,11	22,51,15	1	1	0.878990892187	1.0
ENSG00000048828.17;FAM120A;chr9-93527154-93527242-93515982-93516269-93529352-93529580__0:0:0___ENSG00000048828.17;FAM120A;chr9-93527154-93527242-93515982-93516269-93529352-93529580__9:0:0	67,55,16	0,0,14	38,86,27	0,1,0	1	1	1	1.0
ENSG00000050426.16;LETMD1;chr12-51053777-51053860-51049033-51049185-51055834-51055848__34:0:0___ENSG00000050426.16;LETMD1;chr12-51053777-51053860-51049033-51049185-51055834-51055848__0:0:0	50,107,65	15,39,41	92,78,56	63,84,38	1	1	0.305120259427	0.894318001769
ENSG00000052126.15;PLEKHA5;chr12-19343322-19343434-19336514-19336616-19345841-19345888__0:0:0___ENSG00000052126.15;PLEKHA5;chr12-19343322-19343434-19336514-19336616-19345841-19345888__0:-15:0	6,1,6	0,0,1	1,11,3	4,5,2	1	1	0.00371372842222	0.0526111526481
ENSG00000052841.15;TTC17;chr11-43396708-43396818-43391820-43391952-43397346-43397491__0:-95:0___ENSG00000052841.15;TTC17;chr11-43396708-43396818-43391820-43391952-43397346-43397491__0:0:0	17,11,12	41,78,19	10,16,10	78,71,43	1	1	1	1.0
ENSG00000053254.16;FOXN3;chr14-89284427-89284522-89280949-89281014-89350671-89350808__0:0:0___ENSG00000053254.16;FOXN3;chr14-89284427-89284522-89280949-89281014-89350671-89350808__-13:0:0	59,98,63	3,5,4	73,93,77	21,23,8	1	1	0.351742579504	0.93680966382
ENSG00000054983.17;GALC;chr14-87949844-87949931-87947727-87947878-87950658-87950748__0:-66:0___ENSG00000054983.17;GALC;chr14-87949844-87949931-87947727-87947878-87950658-87950748__0:0:0	27,74,30	16,30,20	67,35,32	7,10,8	1	1	0.0860427127205	0.430213563603
ENSG00000055609.21;KMT2C;chr7-152156204-152156271-152155909-152156057-152157760-152157922__-3:0:0___ENSG00000055609.21;KMT2C;chr7-152156204-152156271-152155909-152156057-152157760-152157922__0:0:0	1,3,6	0,2,0	7,5,0	1,4,0	1	1	1	1.0
ENSG00000055955.17;ITIH4;chr3-52826540-52826651-52825885-52826014-52826790-52826917__0:0:0___ENSG00000055955.17;ITIH4;chr3-52826540-52826651-52825885-52826014-52826790-52826917__0:22:0	1,26,17	6,6,1	28,35,30	7,14,3	1	1	1	1.0
ENSG00000056586.16;RC3H2;chr9-122851322-122851436-122851080-122851229-122853951-122854086__0:0:0___ENSG00000056586.16;RC3H2;chr9-122851322-122851436-122851080-122851229-122853951-122854086__6:0:0	11,14,30	8,5,0	22,31,12	3,1,0	1	1	0.494383846522	1.0
ENSG00000056586.16;RC3H2;chr9-122854530-122854615-122854184-122854266-122855183-122855397__0:0:0___ENSG00000056586.16;RC3H2;chr9-122854530-122854615-122854184-122854266-122855183-122855397__34:0:0	13,9,11	1,19,5	28,9,16	9,2,5	1	1	0.951721586485	1.0
ENSG00000059573.9;ALDH18A1;chr10-95632958-95633049-95628367-95628492-95633490-95633649__0:0:0___ENSG00000059573.9;ALDH18A1;chr10-95632958-95633049-95628367-95628492-95633490-95633649__82:0:0	19,38,33	4,13,36	36,29,19	5,5,11	1	1	0.686655779129	1.0
ENSG00000060656.20;PTPRU;chr1-29311642-29311759-29305351-29305428-29312551-29312659__0:0:0___ENSG00000060656.20;PTPRU;chr1-29311642-29311759-29305351-29305428-29312551-29312659__0:-31:0	73,93,61	22,50,24	71,58,25	17,7,6	1	1	0.375167688922	0.964158231551
ENSG00000060718.22;COL11A1;chr1-102881696-102881765-102879682-102879916-102883198-102883311__0:0:0___ENSG00000060718.22;COL11A1;chr1-102881696-102881765-102879682-102879916-102883198-102883311__361:315:0	0,0,7	0,1,0	6,3,1	2,0,0	1	1	1	1.0
ENSG00000060718.22;COL11A1;chr1-103008462-103008516-103006261-103006315-103012412-103012469__0:0:0___ENSG00000060718.22;COL11A1;chr1-103008462-103008516-103006261-103006315-103012412-103012469__0:-26:0	8,0,15	15,2,0	8,12,8	3,14,5	1	1	1	1.0
ENSG00000063241.8;ISOC2;chr19-55455259-55455330-55452984-55453388-55456348-55456489__0:0:0___ENSG00000063241.8;ISOC2;chr19-55455259-55455330-55452984-55453388-55456348-55456489__-48:0:0	26,16,17	4,6,8	34,37,25	4,8,3	1	1	1	1.0
ENSG00000063601.17;MTMR1;chrX-150750729-150750843-150744360-150744453-150755688-150755865__0:0:0___ENSG00000063601.17;MTMR1;chrX-150750729-150750843-150744360-150744453-150755688-150755865__62:0:0	0,9,4	2,0,0	11,20,1	1,0,0	1	1	1	1.0
ENSG00000063761.16;ADCK1;chr14-77827853-77827971-77822434-77822518-77859075-77859279__0:0:0___ENSG00000063761.16;ADCK1;chr14-77827853-77827971-77822434-77822518-77859075-77859279__20:0:0	66,99,67	22,17,16	79,102,50	43,43,48	1	1	0.0841354390836	0.426466331135
ENSG00000064270.13;ATP2C2;chr16-84453137-84453235-84451920-84452091-84453320-84453371__0:0:0___ENSG00000064270.13;ATP2C2;chr16-84453137-84453235-84451920-84452091-84453320-84453371__4:0:0	7,0,4	1,0,9	6,10,3	0,1,1	1	1	1	1.0
ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:0:0___ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:2:0	17,4,6	8,4,2	3,5,6	8,3,8	1	1	0.262215192248	0.838019386597
ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:0:0___ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:33:0	17,4,6	2,0,2	3,5,6	2,1,2	1	1	0.905929247194	1.0
ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:0:0___ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:6:0	17,4,6	0,1,5	3,5,6	2,1,6	1	1	0.384690488227	0.977978856434
ENSG00000064687.13;ABCA7;chr19-1042745-1042826-1042314-1042397-1043040-1043251__0:0:0___ENSG00000064687.13;ABCA7;chr19-1042745-1042826-1042314-1042397-1043040-1043251__0:48:0	5,9,2	15,5,25	5,7,4	3,1,2	1	1	0.00908306427158	0.0955884382866
ENSG00000065000.19;AP3D1;chr19-2109085-2109125-2101112-2102268-2109872-2109958__-82:0:0___ENSG00000065000.19;AP3D1;chr19-2109085-2109125-2101112-2102268-2109872-2109958__0:0:0	38,3,6	8,7,0	40,27,11	3,3,5	1	1	1	1.0
ENSG00000065491.8;TBC1D22B;chr6-37291242-37291357-37287006-37287072-37312917-37313024__0:-65:0___ENSG00000065491.8;TBC1D22B;chr6-37291242-37291357-37287006-37287072-37312917-37313024__0:0:0	40,31,22	32,61,16	67,91,56	46,54,31	1	1	0.517922973225	1.0
ENSG00000065609.14;SNAP91;chr6-83592945-83593017-83591210-83591294-83593181-83593259__0:0:0___ENSG00000065609.14;SNAP91;chr6-83592945-83593017-83591210-83591294-83593181-83593259__24:0:0	4,6,5	0,3,0	2,4,2	4,1,5	1	1	1	1.0
ENSG00000065618.21;COL17A1;chr10-104035262-104035373-104034620-104034767-104035473-104035563__0:0:0___ENSG00000065618.21;COL17A1;chr10-104035262-104035373-104034620-104034767-104035473-104035563__0:-51:0	7,41,25	3,0,0	20,20,16	2,5,9	1	1	0.0999322870057	0.463971332526
ENSG00000065717.15;TLE2;chr19-3017839-3017859-3015652-3015760-3019282-3019463__0:0:0___ENSG00000065717.15;TLE2;chr19-3017839-3017859-3015652-3015760-3019282-3019463__316:340:0	10,2,12	0,14,0	23,24,20	3,0,0	1	1	1	1.0
ENSG00000066422.5;ZBTB11;chr3-101654703-101654821-101652779-101652938-101656103-101656248__0:0:0___ENSG00000066422.5;ZBTB11;chr3-101654703-101654821-101652779-101652938-101656103-101656248__46:0:0	242,178,145	1,19,5	76,91,57	83,94,46	1	1	0.0	0.0
ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__43:0:0___ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__0:0:0	11,0,7	4,18,0	0,12,4	0,1,3	1	1	1	1.0
ENSG00000066827.16;ZFAT;chr8-134590267-134590355-134588245-134588395-134600435-134600668__36:0:0___ENSG00000066827.16;ZFAT;chr8-134590267-134590355-134588245-134588395-134600435-134600668__0:0:0	36,85,35	26,47,7	56,49,18	38,51,25	1	1	0.330617776819	0.916856898312
ENSG00000067900.8;ROCK1;chr18-21020150-21020239-21008058-21008194-21023619-21023680__0:0:0___ENSG00000067900.8;ROCK1;chr18-21020150-21020239-21008058-21008194-21023619-21023680__3:0:0	0,4,7	7,10,0	15,11,3	14,8,2	1	1	0.699576383407	1.0
ENSG00000068079.8;IFI35;chr17-43013266-43013373-43012949-43013194-43013475-43013648__0:6:0___ENSG00000068079.8;IFI35;chr17-43013266-43013373-43012949-43013194-43013475-43013648__0:0:0	1,18,0	0,0,2	0,0,1	1,0,0	1	1	1	1.0
ENSG00000068400.13;GRIPAP1;chrX-48987784-48987877-48985267-48985402-48988120-48988198__-53:0:0___ENSG00000068400.13;GRIPAP1;chrX-48987784-48987877-48985267-48985402-48988120-48988198__0:0:0	8,39,14	11,7,1	48,26,30	7,7,3	1	1	1	1.0
ENSG00000068903.20;SIRT2;chr19-38881099-38881155-38880820-38880897-38881431-38881491__0:0:0___ENSG00000068903.20;SIRT2;chr19-38881099-38881155-38880820-38880897-38881431-38881491__-36:-89:0	7,10,6	2,3,0	15,17,8	2,0,0	1	1	1	1.0
ENSG00000069764.10;PLA2G10;chr16-14678644-14678760-14672680-14672749-14688164-14688271__0:0:0___ENSG00000069764.10;PLA2G10;chr16-14678644-14678760-14672680-14672749-14688164-14688271__18:0:0	42,64,52	34,34,27	98,77,60	27,40,20	1	1	0.865070077956	1.0
ENSG00000070061.16;ELP1;chr9-108870453-108870553-108868445-108869182-108874894-108874970__35:0:0___ENSG00000070061.16;ELP1;chr9-108870453-108870553-108868445-108869182-108874894-108874970__0:0:0	57,27,12	16,6,16	50,74,33	3,12,8	1	1	0.314724305481	0.905048362586
ENSG00000070081.17;NUCB2;chr11-17286633-17286713-17282788-17282943-17291239-17291365__0:4:0___ENSG00000070081.17;NUCB2;chr11-17286633-17286713-17282788-17282943-17291239-17291365__0:0:0	9,17,2	1,1,5	14,11,3	4,0,0	1	1	0.90086113091	1.0
ENSG00000070367.16;EXOC5;chr14-57246710-57246827-57244164-57244359-57247617-57247712__-31:0:0___ENSG00000070367.16;EXOC5;chr14-57246710-57246827-57244164-57244359-57247617-57247712__0:0:0	1,5,0	1,25,0	10,18,8	3,1,2	1	1	1	1.0
ENSG00000070770.10;CSNK2A2;chr16-58186754-58186856-58174017-58174510-58196732-58196773__0:0:0___ENSG00000070770.10;CSNK2A2;chr16-58186754-58186856-58174017-58174510-58196732-58196773__4:0:0	30,55,13	0,1,0	72,19,20	11,10,3	1	1	0.109105651514	0.486136068238
ENSG00000071073.13;MGAT4A;chr2-98658217-98658264-98655861-98656465-98663045-98663179__0:0:0___ENSG00000071073.13;MGAT4A;chr2-98658217-98658264-98655861-98656465-98663045-98663179__4:0:0	82,84,57	36,29,15	63,56,42	40,39,20	1	1	0.674615776539	1.0
ENSG00000071626.17;DAZAP1;chr19-1421150-1421258-1418665-1418731-1428841-1428903__0:0:0___ENSG00000071626.17;DAZAP1;chr19-1421150-1421258-1418665-1418731-1428841-1428903__-3:0:0	2,0,0	2,0,3	12,6,9	2,7,3	1	1	1	1.0
ENSG00000072071.16;ADGRL1;chr19-14152132-14152222-14151207-14151615-14152308-14152437__72:0:0___ENSG00000072071.16;ADGRL1;chr19-14152132-14152222-14151207-14151615-14152308-14152437__0:0:0	21,22,18	23,48,24	34,20,21	19,11,20	1	1	0.12967760058	0.554824015306
ENSG00000072422.17;RHOBTB1;chr10-60941803-60941854-60911350-60911552-60943970-60944185__0:0:0___ENSG00000072422.17;RHOBTB1;chr10-60941803-60941854-60911350-60911552-60943970-60944185__43:0:0	88,84,44	11,2,5	127,87,82	13,37,21	1	1	0.519870568472	1.0
ENSG00000072506.14;HSD17B10;chrX-53431824-53431906-53431257-53431594-53431987-53432116__0:27:0___ENSG00000072506.14;HSD17B10;chrX-53431824-53431906-53431257-53431594-53431987-53432116__0:0:0	1,4,1	0,6,0	3,8,4	1,0,0	1	1	1	1.0
ENSG00000072609.18;CHFR;chr12-132851617-132851734-132848640-132848724-132853430-132854104__0:0:0___ENSG00000072609.18;CHFR;chr12-132851617-132851734-132848640-132848724-132853430-132854104__-3:0:0	26,0,9	12,12,0	6,11,5	9,12,7	1	1	0.846201204864	1.0
ENSG00000072864.16;NDE1;chr16-15695907-15695990-15694164-15694256-15696708-15696860__0:-4:0___ENSG00000072864.16;NDE1;chr16-15695907-15695990-15694164-15694256-15696708-15696860__0:0:0	22,21,36	1,1,0	27,30,28	8,5,16	1	1	1	1.0
ENSG00000073614.13;KDM5A;chr12-356431-356537-352204-352324-362962-363097__0:0:0___ENSG00000073614.13;KDM5A;chr12-356431-356537-352204-352324-362962-363097__4:-91:0	15,12,17	0,10,0	25,31,12	0,2,0	1	1	1	1.0
