index_offset,upsilon,upsilon_reverse,tau,tau_reverse,num_na_per_row,row_max,row_min,row_mean,row_median,max_sample,min_sample,target_cell_type
ENSG00000124508.17;BTN2A2;chr6-26390686-26390707-26390004-26390211-26390802-26390829__0:0:0,0.6920694166424886,0.1000884807293408,0.8717496147444983,0.10008848072934082,0,0.6582174180213395,0,0.09776084164261195,0.03774513961531575,T47D,COLO783,T47D
ENSG00000026103.22;FAS;chr10-89013342-89013367-89011998-89012081-89014118-89014177__0:0:0,0.6843681415021071,0.24638040913242662,0.7185920184419577,0.25078448765570865,0,0.9090776984125896,0.034516268414573496,0.2710137196832726,0.20361952139977701,T47D,TOV21G,T47D
ENSG00000068971.14;PPP2R5B;chr11-64928065-64928158-64927733-64927903-64928294-64928425__0:0:0,0.6792066791821549,0.15610822794967033,0.7959650464528583,0.15734718213974708,3,0.7441538904006548,0.015625,0.16664141660834317,0.11641731884716447,K562,COLO783,K562
ENSG00000112818.11;MEP1A;chr6-46793551-46793576-46793388-46793467-46793665-46793716__0:0:0,0.677909258066306,0.07669023896278519,0.8917905362034111,0.07685645188533945,0,0.6131197786484668,0.004315948376206626,0.07906104658732768,0.04092342517348379,A172,MELHO,A172
ENSG00000151948.12;GLT1D1;chr12-128912423-128912460-128899235-128899287-128914932-128914989__0:0:0,0.6724022803463102,0.18012875760416586,0.7767504299839791,0.18094752468418468,0,0.7631408061457162,0.009009009009009009,0.18415620449212933,0.14250335430561326,T47D,COLO783,T47D
ENSG00000251209.9;LINC00923;chr15-97576507-97576594-97572184-97572618-97652051-97652194__0:13:0,0.6693761918037149,0.08781117172488946,0.8697251109265717,0.08819877931350117,0,0.625541946637837,0.008750951521253783,0.09414472256783028,0.07137959033051768,K562,A375,K562
ENSG00000106682.16;EIF4H;chr7-74190246-74190306-74189821-74189918-74194740-74194878__0:0:0,0.6690195284945953,0.18647908600383575,0.7585190025955242,0.18896977970401765,3,0.7889209337759157,0.0260178370594918,0.20546970195683947,0.15061846498235007,COLO783,MeWo,COLO783
ENSG00000114857.18;NKTR;chr3-42627199-42627227-42621004-42621516-42630545-42630575__0:0:0,0.6667202436145002,0.10015740433949522,0.8543663628256382,0.10058579285875051,0,0.6398390183496566,0.008481750055512048,0.1058950354227831,0.06406275436097619,A172,TOV21G,A172
ENSG00000171502.15;COL24A1;chr1-85896020-85896065-85895857-85895902-85896355-85896409__0:0:0,0.6562847528295378,0.16223354485066893,0.7721834925114657,0.16436443497735884,1,0.7389909729515022,0.025596996496545833,0.18194092896213038,0.16899848732455092,K562,TOV21G,K562
ENSG00000176092.17;CRYBG2;chr1-26343245-26343291-26343046-26343159-26343744-26344523__-2:0:0,0.6550326339216141,0.17078243998913198,0.7681212276704129,0.17289957767494765,7,0.7433333333333334,0.024193548387096774,0.18822350166966917,0.17178953778554046,COLO783,A172,COLO783
ENSG00000133958.13;UNC79;chr14-93532549-93532578-93529285-93529326-93537988-93538218__0:0:0,0.6519795066097025,0.13265681613342886,0.8228215036366919,0.13265681613342883,2,0.6561371190289637,0,0.1294212840326135,0.0896236404875116,T47D,COLO783,T47D
ENSG00000138964.17;PARVG;chr22-44193800-44193823-44192048-44192104-44196154-44196213__0:0:0,0.6519746750563215,0.20811059614598484,0.720825776431036,0.21309448245236778,0,0.8256220909847866,0.0457072962783985,0.24433263143933498,0.2033831707431694,A172,SNU398,A172
ENSG00000170322.15;NFRKB;chr11-129878310-129878351-129877324-129877385-129878463-129878543__-4:0:0,0.651826504472315,0.09923299570651531,0.8464458807885593,0.09996919826084054,6,0.6261149337410805,0.014620915032679737,0.11046610573156111,0.06856310825134097,IPC298,HCC38,IPC298
ENSG00000030304.14;MUSK;chr9-110728690-110728717-110728272-110728295-110734250-110734375__-3:0:0,0.6503642458404445,0.15924412591305956,0.7611395317358168,0.16246253411317751,0,0.7459034216293614,0.038850674738823844,0.19137001687394614,0.13159704938886124,T47D,786O,T47D
ENSG00000165899.12;OTOGL;chr12-80358859-80358900-80358670-80358775-80366573-80366637__0:0:0,0.649509560318055,0.06803894917225331,0.8968737338018506,0.0681774825939047,0,0.5676350662589195,0.004055664534645599,0.07037754962810748,0.0359165630611963,A172,TOV21G,A172
ENSG00000165995.22;CACNB2;chr10-18514510-18514530-18506470-18506547-18514979-18515041__0:0:0,0.6475594144948967,0.12412136616474494,0.8246969486979562,0.1244183072321247,0,0.6463736530806532,0.0047619047619047615,0.12570807318755153,0.07831005666930475,T47D,COLO783,T47D
ENSG00000137764.20;MAP2K5;chr15-67727915-67727945-67703336-67703408-67748230-67748257__0:0:0,0.6472540069582303,0.1728613815464838,0.7513972418406979,0.17603800023254396,0,0.7565439912759008,0.0354504415457625,0.2012990407692421,0.17321948218270264,T47D,A375,T47D
ENSG00000162687.19;KCNT2;chr1-196273467-196273488-196258088-196258494-196280859-196280988__0:0:0,0.6412106786778768,0.09930369148115133,0.8574826858819081,0.09932244217818324,1,0.5971668229314615,3.775009437523594e-4,0.0972985214762174,0.057692666643334854,T47D,Kelly,T47D
ENSG00000136104.21;RNASEH2B;chr13-50960144-50960171-50949462-50949505-50969931-50970363__0:0:0,0.6384348286843222,0.04302214783932837,0.9401271515214807,0.043022147839328354,0,0.514112430886183,0,0.04202163277329747,0.013189349652046413,A172,769P,A172
ENSG00000060718.22;COL11A1;chr1-102883198-102883311-102881696-102881765-102886806-102887056__0:0:0,0.6376806927717036,0.1812703853931577,0.7296844377961592,0.1860761967543321,0,0.7760616570908109,0.050353738507048613,0.22295084811691582,0.18302075908021512,K562,PLCPRF5,K562
ENSG00000167460.17;TPM4;chr19-16095775-16095893-16093683-16093753-16101263-16102970__0:0:0,0.6361546717346974,0.1940272776869064,0.731534675210727,0.19736471489040075,0,0.7693111370873114,0.03325761252358615,0.21962121946366533,0.19757655174201658,K562,T47D,K562
ENSG00000115339.14;GALNT3;chr2-165761752-165761792-165759335-165759570-165761904-165762054__0:0:0,0.6356458991510535,0.1774978157615051,0.7545554165416469,0.179283827920943,0,0.727729155982768,0.019727329064242925,0.1913872255239935,0.17202251695631623,T47D,COLO783,T47D
ENSG00000272162.1;RP11-637O19.3;chr6-10898823-10898848-10898010-10898115-10902676-10902762__0:0:0,0.6354078578187191,0.10966758764659224,0.821946180816116,0.11067722369915545,0,0.6300620935829647,0.018079764348421064,0.12422861630631325,0.07462107490233494,A172,SNU449,A172
ENSG00000187800.14;PEAR1;chr1-156904747-156904852-156893697-156893837-156904943-156904998__0:0:0,0.6353373967144037,0.19152856278061556,0.7225112043523593,0.19639639086078797,0,0.7846722951591492,0.048372513562386976,0.23092229399893038,0.21588455925805325,K562,A172,K562
ENSG00000158987.22;RAPGEF6;chr5-131450022-131450046-131446482-131446703-131453053-131453177__0:0:0,0.634814808390088,0.19170165344686052,0.7259821322367639,0.19598224880207257,0,0.7768649953372376,0.04274977091456994,0.22599093853371854,0.17872080225369494,A172,Kelly,A172
ENSG00000124570.21;SERPINB6;chr6-2960260-2960378-2959167-2959342-2960969-2961096__0:0:0,0.6303609631558853,0.15875361951194283,0.7454796024401686,0.16273555043962296,0,0.7324683372496542,0.04776860704735996,0.19912674181195403,0.18345788881729486,K562,HCC38,K562
ENSG00000151532.14;VTI1A;chr10-112533529-112533550-112527086-112527164-112538245-112538301__0:0:0,0.630318681004604,0.0786283793201273,0.8827766950511723,0.07862837932012728,1,0.555232037880138,0,0.07675627505060045,0.05472950796480208,T47D,786O,T47D
ENSG00000267508.6;ZNF285;chr19-44394519-44394540-44392205-44392466-44397198-44397256__0:0:0,0.6241735545155698,0.12733550311925518,0.809615221131869,0.12785428091303946,2,0.6272742415040065,0.008082346857046792,0.13181007199611214,0.09156696076007916,T47D,Kelly,T47D
ENSG00000164744.13;SUN3;chr7-47991009-47991045-47988787-47988880-47994314-47994482__0:0:0,0.6236656493104206,0.21636583362013134,0.717723646855353,0.21863242807808878,0,0.7682677399920298,0.020521543571679,0.22968716295591848,0.17761612616468292,T47D,SNUC4,T47D
ENSG00000187688.15;TRPV2;chr17-16431783-16431850-16428816-16428982-16431965-16432300__0:0:0,0.6230844803956261,0.17252567606018573,0.7603773516574136,0.1736039615355619,3,0.6941128985757942,0.012345679012345678,0.17951986419473864,0.1214354911271403,DAOY,CAL120,DAOY
ENSG00000160271.16;RALGDS;chr9-133103746-133103833-133103229-133103262-133104262-133104331__0:0:0,0.6230556105778097,0.16275046437645455,0.7560085724431322,0.16507547101040382,3,0.7008802816901409,0.027777777777777776,0.18425556800638973,0.14522295419416206,COLO783,SNU423,COLO783
ENSG00000183091.20;NEB;chr2-151496940-151497033-151496275-151496368-151502792-151502885__0:0:0,0.6225883642866891,0.1231661276614525,0.8103856124763444,0.12391000852718118,4,0.6237217536186609,0.011935140882509304,0.1312270063827386,0.11165097179518997,K562,A375,K562
ENSG00000083097.15;DOP1A;chr6-83134186-83134287-83132175-83132328-83135618-83135878__0:0:0,0.622481472568788,0.18923513041974302,0.7294829609013833,0.19246138317254757,2,0.7441638313047342,0.03297349612864801,0.21454935807947073,0.20342834654522968,K562,A375,K562
ENSG00000172292.15;CERS6;chr2-168766321-168766345-168765591-168765748-168769509-168775134__0:0:0,0.6223818807588943,0.02807541175515969,0.9648379811608143,0.0280754117551597,0,0.4760840651974047,0,0.027422495202714118,0.01481613625206892,Kelly,COLO783,Kelly
ENSG00000049089.15;COL9A2;chr1-40310110-40310164-40309937-40309991-40310263-40310317__0:0:0,0.62124971921743255,0.20137646545567595,0.7106337010346742,0.2062583630713132,2,0.7765449846093295,0.04624317124317124,0.2381654368699715,0.2154725268246669,K562,A375,K562
ENSG00000130023.16;ERMARD;chr6-169766637-169766667-169762428-169762531-169768102-169768171__0:0:0,0.6159893567681878,0.0994942841146407,0.8475167575719299,0.09956977294932556,1,0.5708657537199041,0.0015151515151515152,0.09856694427553486,0.07324537210422022,T47D,COGN278,T47D
ENSG00000241213.2;LINC02024;chr3-117680938-117680972-117678692-117678980-117689954-117690075__0:0:0,0.6155414085018738,0.18090224563055785,0.7237121961271542,0.1850740961269281,0,0.7399374918396657,0.04408919261741842,0.21688923455882123,0.17020457751467474,A172,HEK,A172
ENSG00000225963.8;AC009950.2;chr2-230140067-230140146-230123798-230125549-230167296-230168102__0:-36:0,0.6153804713362804,0.16681593960448193,0.7089897293340441,0.1739991945855182,0,0.7667346720459687,0.07929305513001822,0.2357696878737423,0.2095285558913719,K562,Kelly,K562
ENSG00000104537.17;ANXA13;chr8-123695687-123695721-123695501-123695581-123698388-123698559__0:0:0,0.6153756431462877,0.2049940147482972,0.7125630612980417,0.20873026507514672,2,0.7599571210682322,0.035170250896057347,0.23164748922079217,0.21373835635295735,A172,SNU449,A172
ENSG00000178522.14;AMBN;chr4-70596998-70597049-70593326-70593395-70598355-70598403__0:0:0,0.6135721235307199,0.09844908341544242,0.8505148775808966,0.09844908341544242,2,0.5642262334491375,0,0.09604788625896822,0.05720528148818288,T47D,COLO783,T47D
ENSG00000091436.17;MAP3K20;chr2-173232191-173232222-173229688-173229733-173232319-173232459__0:0:0,0.6135338386261151,0.15852384922084412,0.7601876420415287,0.1604512423572117,6,0.6765613125643656,0.023739491719572098,0.1761481298558855,0.14662011153239224,T47D,TOV21G,T47D
ENSG00000198707.17;CEP290;chr12-88130544-88130565-88130267-88130420-88131164-88131218__0:0:0,0.6123735526156103,0.18281277704189658,0.7272350826358474,0.18615144926103352,0,0.7272010638828044,0.03523848307296824,0.2106536852084121,0.17306505033268751,T47D,Kelly,T47D
ENSG00000111850.11;SMIM8;chr6-87330691-87330712-87322587-87322632-87337008-87337166__0:0:0,0.6123318917655421,0.019925728560225363,0.9799581401114187,0.019925728560225377,0,0.4543922421560072,0,0.019462339523941063,0.004299591442982498,Kelly,769P,Kelly
ENSG00000177483.12;RBM44;chr2-237821345-237821368-237820174-237821254-237821742-237821827__0:0:0,0.6119952945523016,0.0741456053446264,0.877841660165699,0.07429509245217605,0,0.5351068479845296,0.004016064257028113,0.07629192892330869,0.04625495583069411,A172,DAOY,A172
ENSG00000140688.17;RUSF1;chr16-31499492-31499525-31499241-31499407-31500685-31500731__0:0:0,0.6086689740096206,0.10494057583319809,0.7745508617761911,0.10826393428179558,4,0.6472222222222221,0.05956517749072365,0.15876970582860422,0.1431419457735247,COLO783,A375,COLO783
ENSG00000162599.17;NFIA;chr1-61372696-61372744-61359146-61359274-61383236-61383365__0:0:0,0.6085914793178014,0.12053405901865778,0.8097337597862109,0.12106082431838663,0,0.6020436285783454,0.00866478727612617,0.12588567186180535,0.08449378088110417,A172,COGN278,A172
ENSG00000142892.15;PIGK;chr1-77166718-77166830-77163845-77163942-77169259-77169395__0:0:0,0.6084146220095419,0.1926891315578389,0.7216405428733083,0.19563515685367538,0,0.728756811342168,0.029670739834940413,0.21508659366071464,0.17135649764275207,K562,GB1,K562
ENSG00000146282.18;RARS2;chr6-87520179-87520256-87519582-87519707-87521463-87521524__0:0:0,0.6078978720703807,0.12057833036150806,0.784445628206417,0.12279580884275439,8,0.632572379763391,0.035475884663353253,0.15053141730042735,0.1126505623585442,Kelly,HCC38,Kelly
ENSG00000204021.5;LIPK;chr10-88743249-88743321-88739995-88740067-88752516-88752776__0:0:0,0.6056303625920304,0.19647074889520902,0.7030578557046614,0.2019615121726669,6,0.756578947368421,0.0529351945216718,0.23903635799834666,0.20714285714285713,DAOY,HCC38,DAOY
ENSG00000160867.15;FGFR4;chr5-177096286-177096357-177096056-177096179-177096603-177096741__0:0:0,0.6032417314317968,0.16843492602836616,0.7456756758262998,0.1706047645772306,7,0.6792424242424242,0.025117563688234215,0.18681716365519543,0.15688899457812466,COLO783,T47D,COLO783
ENSG00000075711.21;DLG1;chr3-197075836-197075870-197066703-197066754-197076585-197076682__0:0:0,0.6031289847229143,0.15650216226447186,0.7358128720294174,0.16027544721478876,0,0.6944516237275146,0.04600200075327976,0.19534858565546195,0.17144592879887,Kelly,TOV21G,Kelly
ENSG00000136160.17;EDNRB;chr13-77903494-77903607-77903155-77903360-77918090-77918624__0:-76:0,0.6030069458356758,0.1391022806692487,0.7970257969882423,0.1391022806692487,3,0.6084558823529411,0,0.1356247236525175,0.08907436725598919,SNU398,COLO783,SNU398
ENSG00000250126.1;RP13-884E18.2;chr4-137652162-137652187-137648364-137648459-137655127-137655174__0:0:0,0.6023736371515442,0.1590142472796969,0.7570968237913712,0.16048786263443063,0,0.6606277886648732,0.018197109251279372,0.17210019747248492,0.13394547850587157,T47D,TOV21G,T47D
ENSG00000163558.13;PRKCI;chr3-170291853-170291941-170284460-170284596-170293382-170293508__0:0:0,0.6000427365336323,0.19369076631795584,0.7138326835639339,0.19704700839943898,0,0.7250197304329387,0.03349488666904173,0.21951282922146723,0.19127169127169127,K562,T47D,K562
ENSG00000080345.18;RIF1;chr2-151435462-151435580-151433076-151433228-151437240-151437351__0:0:0,0.5993086405046583,0.1032253509700443,0.7987461263153974,0.10497647827895423,0,0.6003991983279784,0.03281488981720263,0.131985374511504,0.10403240581841587,K562,A172,K562
ENSG00000197619.14;ZNF615;chr19-52007292-52007330-52002154-52002281-52008140-52008200__0:0:0,0.5971600026865395,0.1615843857596456,0.73764420900819,0.16451587517238883,0,0.6800372158122633,0.03501386146036248,0.19007741128978212,0.16679653243740603,A172,TOV21G,A172
ENSG00000124557.14;BTN1A1;chr6-26507949-26507970-26506682-26506832-26508060-26508087__0:0:0,0.5956330562136584,0.1131762125874132,0.8000308487982662,0.11434213946789684,0,0.5930068415747329,0.020187800165696646,0.12961618562252528,0.10482063681495014,A172,TOV21G,A172
ENSG00000109756.9;RAPGEF2;chr4-159344035-159344059-159343280-159343404-159345105-159345329__0:0:0,0.5951203942625213,0.12445530414143395,0.8114007007714307,0.12445530414143392,4,0.5790905836018618,0,0.12126414249678179,0.08074577348669965,T47D,SNU398,T47D
ENSG00000125485.17;DDX31;chr9-132651074-132651116-132650233-132650298-132652447-132652492__0:0:0,0.5946578634123437,0.1756296267639716,0.7547847859127953,0.1756296267639716,2,0.6499620214104298,0,0.171345977330704,0.13142770719903207,A172,COLO783,A172
ENSG00000012048.23;BRCA1;chr17-43106477-43106533-43104867-43104956-43115725-43115779__0:0:0,0.5946489991800721,0.16983239487083215,0.7237330984775627,0.1736704916843531,3,0.6972760407874912,0.04324406887576493,0.20525033503152523,0.17274269424732336,K562,Kelly,K562
ENSG00000082258.13;CCNT2;chr2-134946100-134946146-134939001-134939062-134947735-134947899__0:0:0,0.5937266293609385,0.11195242602546165,0.792076139796485,0.1135566192560495,0,0.5994661277419898,0.027860054057432155,0.13568570242045225,0.10257095286946787,K562,TOV21G,K562
ENSG00000100401.20;RANGAP1;chr22-41256710-41256824-41256020-41256105-41257947-41258106__0:0:0,0.5894025368047118,0.19562001560532036,0.710462393949248,0.19880198056925683,6,0.7088235294117646,0.031507107711324985,0.21884167488842002,0.17068761018654408,COLO783,HCC38,COLO783
ENSG00000162402.14;USP24;chr1-55092022-55092126-55089626-55089740-55092820-55092916__0:-65:0,0.5890879455981676,0.1695715586306806,0.7375176678626016,0.17160238905958947,3,0.6649242970439798,0.023392187680346496,0.1867907156044504,0.1840785342570221,COLO783,MELHO,COLO783
ENSG00000005471.19;ABCB4;chr7-87443662-87443773-87443318-87443444-87444861-87444975__0:0:0,0.5881568625535746,0.1445073442515727,0.7703876303531834,0.14557825901628674,5,0.6174107740245838,0.014605125103715979,0.1542821409522947,0.10563585739146501,786O,HEK,786O
ENSG00000138119.17;MYOF;chr10-93402859-93402890-93402231-93402347-93404022-93404073__0:0:0,0.5879726145795159,0.21132157649437985,0.7126517125737626,0.21215355120498766,0,0.7021987094690333,0.0078125,0.21341334340977547,0.17593887593887594,A172,DAOY,A172
ENSG00000132470.14;ITGB4;chr17-75739671-75739705-75737321-75737444-75739879-75739905__0:0:0,0.5865138097325007,0.1569088189456915,0.7378392888040929,0.15969916779681523,2,0.6596233127114882,0.03434497078564875,0.18479795082890849,0.16418630146723615,K562,A375,K562
ENSG00000258592.1;RP11-108M12.3;chr14-57068074-57068106-57066259-57067168-57112194-57112660__0:0:0,0.5854789392533539,0.2043378151159489,0.7072700241987457,0.2065116216597357,0,0.7061951559370092,0.020833333333333332,0.21834008776953406,0.17490265665827942,T47D,COLO783,T47D
ENSG00000166436.17;TRIM66;chr11-8678133-8678169-8674805-8674883-8679619-8679814__0:0:0,0.5847207629905385,0.05975229931018755,0.8959487590135347,0.059817961177561496,0,0.48437046236269193,0.0021929824561403508,0.06049169920966948,0.029745316462247064,A172,DAOY,A172
ENSG00000137449.17;CPEB2;chr4-15040463-15040487-15033160-15033211-15052413-15052584__0:0:0,0.5823818214092216,0.07004531475694986,0.8822196240876425,0.07004531475694986,1,0.49268487995759486,0,0.06837756916749867,0.024913828901391814,T47D,COLO783,T47D
ENSG00000100918.13;REC8;chr14-24179084-24179133-24178605-24178916-24179396-24179463__0:0:0,0.5808800619343925,0.17509059715004588,0.7254339463422347,0.17752241099935206,3,0.6676875714842764,0.02702702702702703,0.19543342232641234,0.17718274023905242,K562,PLCPRF5,K562
ENSG00000055955.17;ITIH4;chr3-52820290-52820317-52818256-52818283-52820630-52820785__0:0:0,0.5796994964249456,0.06547766540871253,0.892444101597798,0.06547766540871255,7,0.4810030936800536,0,0.06365884136958166,0.026654888941110542,T47D,786O,T47D
ENSG00000107929.15;LARP4B;chr10-830866-830977-829680-829734-836402-836506__0:0:0,0.579248635889661,0.21147164901402532,0.7084225183784529,0.2123368347989875,2,0.6915605598232138,0.00811611243263549,0.2135926833342637,0.20497627919288172,SNU423,HEK,SNU423
ENSG00000146409.12;SLC18B1;chr6-132789763-132789837-132783932-132784089-132790176-132790272__0:0:0,0.5775910348459489,0.2071938554050135,0.7072603094189414,0.20847795965717056,0,0.6901309810211173,0.012243436474882666,0.213379944988166,0.18686574074074072,SNU423,HEK,SNU423
ENSG00000168216.13;LMBRD1;chr6-69700764-69700802-69699042-69699192-69701442-69701545__0:0:0,0.5771878123475487,0.143358413713644,0.7446979654019169,0.14595181027655416,0,0.6327369825696293,0.03491727021138786,0.17249713072603984,0.11953924447768273,T47D,786O,T47D
ENSG00000204296.12;TSBP1;chr6-32332033-32332054-32330588-32330609-32335436-32335457__0:0:0,0.576689464192644,0.07222431708160137,0.877443176223222,0.07222431708160136,2,0.48946782150082974,0,0.07046274837229402,0.045135101934438586,A172,786O,A172
ENSG00000215277.8;RNF212B;chr14-23262927-23262970-23262664-23262711-23264173-23264234__0:0:0,0.5761138842522555,0.10612236351721546,0.8072756636953352,0.10691692188733214,1,0.554789205704194,0.01475345744423024,0.11758490108323436,0.09494551078448132,K562,A375,K562
ENSG00000135976.20;ANKRD36;chr2-97122886-97122993-97118343-97118517-97127066-97127134__0:-80:0,0.5760360684892664,0.16400421141059848,0.752428859413947,0.1643803678587879,0,0.6201794157998538,0.0045662100456621,0.16439063906924306,0.14921199178787367,GAMG,K562,GAMG
ENSG00000117410.14;ATP6V0B;chr1-43975799-43975848-43974486-43974614-43976089-43976173__0:0:0,0.5755917635756024,0.12573904681919973,0.7636652598273689,0.12787613089589756,0,0.6047791580400276,0.03287487471405403,0.15367099570890594,0.12477106227106227,K562,TOV21G,K562
ENSG00000197467.17;COL13A1;chr10-69936755-69936782-69930399-69930552-69937634-69937710__0:0:0,0.574716786906338,0.21268310968787404,0.7116265987266005,0.21268310968787404,3,0.6773036251160341,0,0.2073660319456772,0.16513224349033942,T47D,SNU398,T47D
ENSG00000135472.9;FAIM2;chr12-49889480-49889568-49889106-49889202-49890116-49890154__0:0:0,0.5722720732884801,0.10223898866868882,0.8181072597011371,0.10275534719731852,4,0.5378787878787878,0.01,0.1091193887580288,0.0964717741935484,COLO783,SNU449,COLO783
ENSG00000124232.11;RBPJL;chr20-45314034-45314144-45312220-45312395-45314412-45314565__0:0:0,0.5708850791427517,0.12783670938404187,0.7861974713673634,0.12844257056595687,4,0.57002442002442,0.009389671361502348,0.1333637330923128,0.10857418716189839,K562,A172,K562
ENSG00000223812.8;RP11-197K6.1;chr3-191557261-191557288-191425525-191425604-191569599-191569824__0:0:0,0.5703998078251943,0.17385912214777577,0.7167523900961323,0.1768889864437605,6,0.6608695652173913,0.03368034292712798,0.1999918826549899,0.18433179723502302,COLO783,PLCPRF5,COLO783
ENSG00000134668.12;SPOCD1;chr1-31794123-31794235-31793277-31793897-31796589-31796715__0:0:0,0.5702723383159816,0.083034180123408,0.8554085074739725,0.08320158774462456,8,0.5,0.004016064257028113,0.08451586779835625,0.07413299875002238,COLO783,TOV21G,COLO783
ENSG00000153157.13;SYCP2L;chr6-10958783-10958875-10956135-10956242-10961304-10961404__0:0:0,0.5681836613195979,0.20498622212750092,0.7037683263169401,0.2062999169287949,0,0.6769305252965383,0.012655189516203895,0.2116073848669277,0.18868217054263567,SNU423,COLO783,SNU423
ENSG00000189367.15;KIAA0408;chr6-127451281-127451317-127449989-127450352-127453846-127454101__0:0:0,0.5681263739653095,0.15991349297127636,0.7276535231814641,0.16254646118567395,1,0.6403728030164811,0.03188009819334625,0.1854977892820568,0.16832563377001436,A172,TOV21G,A172
ENSG00000242759.8;LINC00882;chr3-106878989-106879072-106877302-106878474-106920965-106921060__0:0:0,0.568008870180099,0.11837084020519871,0.7955666054057896,0.1188871980604252,0,0.5551709089723342,0.008648952726185885,0.12376699525631102,0.10569686762346758,K562,TOV21G,K562
ENSG00000176635.18;HORMAD2;chr22-30112495-30112522-30111795-30111816-30118979-30119047__0:0:0,0.567077729934633,0.1753598461458031,0.7168190645244407,0.17822068344392406,9,0.6544006978789587,0.03159723075438917,0.19911047521527347,0.17122854280886918,T47D,A375,T47D
ENSG00000130595.19;TNNT3;chr11-1925255-1925276-1924917-1925116-1926469-1926481__0:0:0,0.566488759456159,0.1584292066805405,0.7202641579707252,0.16177743176343484,0,0.6481271416755288,0.04055366254815643,0.19216073474088455,0.15793650793650793,K562,T47D,K562
ENSG00000157827.20;FMNL2;chr2-152629655-152629724-152628298-152628533-152629824-152629905__0:0:0,0.5664797195233137,0.12800147091056205,0.748741683692275,0.13073873815560427,0,0.6084613318376021,0.041015120835028694,0.1634758619168423,0.1355138666033087,K562,A375,K562
