ENSG00000106211.10;HSPB1;chr7-76303801-76303865-76302672-76303076-76303983-76304292	ENSG00000106211.10;HSPB1;chr7-76303801-76303882-76302672-76303076-76303983-76304292
ENSG00000235558.3;GUSBP17;chr5-71222294-71222379-71220355-71220456-71225966-71226154	ENSG00000253816.3;GUSBP14;chr5-70221930-70222015-70219917-70220092-70225607-70225795
ENSG00000235558.3;GUSBP17;chr5-71222294-71222379-71220355-71220456-71225966-71226154	ENSG00000241549.8;GUSBP2;chr6-26885358-26885443-26883342-26883517-26889009-26889197
ENSG00000235558.3;GUSBP17;chr5-71222294-71222379-71220355-71220456-71225966-71226154	ENSG00000283352.1;XXbac-BPGBPG55C20.4;chr6-57926425-57926510-57924416-57924591-57930103-57930291
ENSG00000152207.8;CYSLTR2;chr13-48691211-48691278-48653710-48654017-48696525-48696626	ENSG00000152207.8;CYSLTR2;chr13-48691211-48691301-48653728-48654017-48696525-48696626
ENSG00000055332.19;EIF2AK2;chr2-37148856-37148939-37147687-37147822-37156907-37157192	ENSG00000055332.19;EIF2AK2;chr2-37148856-37148915-37147687-37147822-37156907-37157044
ENSG00000055483.19;USP36;chr17-78797785-78797879-78787380-78787658-78798399-78798551	ENSG00000055483.19;USP36;chr17-78797785-78797902-78796316-78796494-78798399-78798492
ENSG00000175061.18;SNHG29;chr17-16439326-16439393-16439019-16439060-16440184-16440253	ENSG00000175061.18;SNHG29;chr17-16439326-16439414-16438766-16439060-16439527-16439703
ENSG00000265681.8;RPL17;chr18-49491351-49491445-49490792-49490927-49491531-49491586	ENSG00000265681.8;RPL17;chr18-49491404-49491445-49490792-49490927-49491531-49491584
ENSG00000091073.20;DTX2;chr7-76492152-76492253-76482507-76483147-76497336-76497477	ENSG00000186704.9;DTX2P1;chr7-76990268-76990369-76980620-76981260-76995454-76995595
ENSG00000214548.18;MEG3;chr14-100828707-100828816-100826097-100826217-100829033-100829181	ENSG00000214548.18;MEG3;chr14-100828755-100828816-100826121-100826217-100829033-100829749
ENSG00000170776.22;AKAP13;chr15-85710578-85710645-85708018-85708086-85715787-85715901	ENSG00000170776.22;AKAP13;chr15-85710581-85710645-85708018-85708086-85715787-85715923
ENSG00000095485.18;CWF19L1;chr10-100243697-100243772-100238021-100238231-100245798-100245913	ENSG00000095485.18;CWF19L1;chr10-100243697-100243777-100238021-100238231-100253420-100253539
ENSG00000100722.20;ZC3H14;chr14-88609711-88609803-88609266-88609403-88610833-88610940	ENSG00000100722.20;ZC3H14;chr14-88609714-88609803-88609266-88609403-88610833-88610940
ENSG00000177646.20;ACAD9;chr3-128884652-128884746-128879595-128879841-128893554-128893656	ENSG00000177646.20;ACAD9;chr3-128884656-128884746-128879603-128879841-128893554-128893656
ENSG00000177646.20;ACAD9;chr3-128884652-128884746-128879595-128879841-128893554-128893656	ENSG00000177646.20;ACAD9;chr3-128884674-128884746-128879619-128879841-128893554-128893656
ENSG00000110080.20;ST3GAL4;chr11-126406472-126406545-126406095-126406171-126406942-126407023	ENSG00000110080.20;ST3GAL4;chr11-126406472-126406557-126405781-126406171-126406942-126407023
ENSG00000142675.18;CNKSR1;chr1-26182479-26182584-26182360-26182402-26183196-26183218	ENSG00000142675.18;CNKSR1;chr1-26182484-26182584-26182360-26182402-26183196-26183256
ENSG00000274317.2;LINC02334;chr13-38029648-38029691-37997811-37997937-38065373-38066444	ENSG00000274317.2;LINC02334;chr13-38029648-38029696-37997811-37997937-38065373-38066444
ENSG00000069764.10;PLA2G10;chr16-14678644-14678760-14672680-14672749-14688164-14688271	ENSG00000166143.10;PPP1R14D;chr15-40817231-40817347-40816169-40816253-40828386-40828709
ENSG00000133816.18;MICAL2;chr11-12287089-12287164-12280944-12281099-12292142-12292255	ENSG00000133816.18;MICAL2;chr11-12287086-12287164-12280932-12281099-12292142-12292297
ENSG00000177873.14;ZNF619;chr3-40483673-40483723-40482587-40482704-40486805-40488386	ENSG00000177873.14;ZNF619;chr3-40483652-40483723-40477769-40478003-40486805-40488259
ENSG00000198898.14;CAPZA2;chr7-116910212-116910311-116906262-116906342-116912068-116912140	ENSG00000198898.14;CAPZA2;chr7-116910232-116910311-116904176-116904383-116916059-116916110
ENSG00000038532.16;CLEC16A;chr16-11044027-11044072-11039753-11042363-11047291-11047342	ENSG00000038532.16;CLEC16A;chr16-11044027-11044105-11042253-11042363-11047291-11047342
ENSG00000158417.11;EIF5B;chr2-99371655-99371730-99369391-99369481-99376346-99376636	ENSG00000158417.11;EIF5B;chr2-99371661-99371730-99369391-99369481-99376346-99376636
ENSG00000105220.17;GPI;chr19-34379517-34379554-34378933-34379005-34381465-34381598	ENSG00000105220.17;GPI;chr19-34379517-34379562-34378933-34379005-34381465-34381519
ENSG00000125498.20;KIR2DL1;chr19-54778611-54778662-54775164-54775458-54782921-54783023	ENSG00000242473.1;KIR2DP1;chr19-54763890-54763941-54760431-54760725-54766476-54766581
ENSG00000125498.20;KIR2DL1;chr19-54778611-54778662-54775164-54775458-54782921-54783023	ENSG00000221957.8;KIR2DS4;chr19-54842867-54842918-54839427-54839699-54847183-54847288
ENSG00000125498.20;KIR2DL1;chr19-54778611-54778662-54775164-54775458-54782921-54783023	ENSG00000243772.8;KIR2DL3;chr19-54747334-54747385-54743794-54744088-54751648-54751753
ENSG00000152689.18;RASGRP3;chr2-33539093-33539210-33534322-33534400-33543511-33543627	ENSG00000152689.18;RASGRP3;chr2-33539096-33539210-33534322-33534400-33543511-33543627
ENSG00000021574.13;SPAST;chr2-32098795-32098891-32089521-32089605-32114637-32114752	ENSG00000021574.13;SPAST;chr2-32098800-32098891-32089521-32089605-32114637-32114825
ENSG00000283897.2;CTB-88F18.5;chr5-127228850-127228918-127227616-127228153-127229714-127229828	ENSG00000283897.2;CTB-88F18.5;chr5-127228860-127228918-127227616-127228153-127229714-127229754
ENSG00000172732.12;MUS81;chr11-65863800-65863901-65863599-65863721-65864496-65864613	ENSG00000172732.12;MUS81;chr11-65863803-65863901-65862443-65862529-65864496-65864613
ENSG00000250337.7;PURPL;chr5-27475601-27475695-27472283-27472452-27476086-27476158	ENSG00000250337.7;PURPL;chr5-27475598-27475695-27472351-27472519-27484925-27485029
ENSG00000165192.14;ASB11;chrX-15297573-15297681-15293169-15293320-15302727-15302807	ENSG00000165192.14;ASB11;chrX-15297573-15297630-15293169-15293320-15302727-15302807
ENSG00000125107.19;CNOT1;chr16-58542229-58542335-58541500-58541620-58543606-58543802	ENSG00000125107.19;CNOT1;chr16-58542230-58542335-58541500-58541620-58543606-58543903
ENSG00000150768.17;DLAT;chr11-112026197-112026299-112025407-112025624-112033403-112033530	ENSG00000150768.17;DLAT;chr11-112026230-112026299-112025407-112025751-112028514-112028639
ENSG00000172965.17;MIR4435-2HG;chr2-111367486-111367575-111343553-111344237-111494884-111494957	ENSG00000284879.1;RP13-511M20.1;chr2-87583257-87583346-87455475-87455645-87606592-87606769
ENSG00000160072.20;ATAD3B;chr1-1480866-1480936-1479048-1479108-1482137-1482303	ENSG00000197785.14;ATAD3A;chr1-1518920-1518990-1517310-1517775-1520140-1520306
ENSG00000136560.14;TANK;chr2-161203483-161203595-161179613-161179761-161204674-161204793	ENSG00000136560.14;TANK;chr2-161203486-161203595-161179482-161179761-161204674-161204774
ENSG00000137821.12;LRRC49;chr15-70893583-70893640-70872907-70873223-70904551-70904755	ENSG00000137821.12;LRRC49;chr15-70893583-70893655-70892625-70892942-70895848-70895936
ENSG00000084774.14;CAD;chr2-27236748-27236830-27236283-27236523-27237378-27237545	ENSG00000084774.14;CAD;chr2-27236727-27236830-27236283-27236523-27237378-27237545
ENSG00000107959.17;PITRM1;chr10-3166935-3167042-3166228-3166380-3172716-3172841	ENSG00000107959.17;PITRM1;chr10-3166977-3167042-3166228-3166380-3172716-3172829
ENSG00000167642.13;SPINT2;chr19-38290536-38290575-38290118-38290280-38291839-38292451	ENSG00000167642.13;SPINT2;chr19-38290517-38290575-38290186-38290280-38291839-38292070
ENSG00000103512.15;NOMO1;chr16-14868547-14868635-14866554-14866691-14871620-14871684	ENSG00000185164.15;NOMO2;chr16-18527536-18527624-18524488-18524552-18529500-18529637
ENSG00000100124.15;ANKRD54;chr22-37833683-37833755-37832957-37833206-37838499-37838593	ENSG00000100124.15;ANKRD54;chr22-37833683-37833750-37832992-37833206-37838499-37838593
ENSG00000185737.13;NRG3;chr10-82865410-82865437-82738575-82738650-82951468-82951571	ENSG00000185737.13;NRG3;chr10-82865413-82865437-82738576-82738650-82951468-82951571
ENSG00000122591.13;FAM126A;chr7-22983943-22984045-22978163-22978448-22991060-22991139	ENSG00000122591.13;FAM126A;chr7-22983948-22984045-22977340-22977421-22991060-22991139
ENSG00000108312.15;UBTF;chr17-44207698-44207770-44207453-44207597-44207863-44207911	ENSG00000108312.15;UBTF;chr17-44207702-44207770-44207453-44207597-44207863-44207911
ENSG00000240344.9;PPIL3;chr2-200885261-200885343-200881420-200881488-200885697-200885772	ENSG00000240344.9;PPIL3;chr2-200885261-200885367-200881420-200881488-200885697-200885772
ENSG00000130119.17;GNL3L;chrX-54540134-54540242-54539039-54539101-54541272-54541389	ENSG00000130119.17;GNL3L;chrX-54540134-54540238-54539039-54539101-54541272-54541389
ENSG00000066813.14;ACSM2B;chr16-20548393-20548473-20546393-20546474-20552143-20552297	ENSG00000183747.12;ACSM2A;chr16-20475361-20475441-20471535-20471689-20477368-20477449
ENSG00000214706.12;IFRD2;chr3-50288408-50288504-50287731-50288271-50288582-50288711	ENSG00000214706.12;IFRD2;chr3-50288426-50288504-50287742-50288271-50288582-50288639
ENSG00000158773.14;USF1;chr1-161042554-161042670-161041606-161041846-161042832-161042882	ENSG00000158773.14;USF1;chr1-161042585-161042670-161041650-161041846-161042832-161042882
ENSG00000171714.13;ANO5;chr11-22211263-22211314-22193072-22193532-22221096-22221210	ENSG00000171714.13;ANO5;chr11-22211266-22211314-22193044-22193532-22221096-22221210
ENSG00000134668.12;SPOCD1;chr1-31801663-31801705-31800015-31800141-31815960-31816022	ENSG00000134668.12;SPOCD1;chr1-31801663-31801702-31800015-31800141-31815743-31816002
ENSG00000156931.16;VPS8;chr3-184839697-184839752-184838713-184838746-184849070-184849141	ENSG00000156931.16;VPS8;chr3-184839697-184839758-184838713-184838746-184849070-184849195
ENSG00000105983.23;LMBR1;chr7-156833752-156833792-156796388-156796492-156892927-156893179	ENSG00000105983.23;LMBR1;chr7-156833738-156833792-156826604-156826744-156836812-156836885
ENSG00000070814.22;TCOF1;chr5-150383061-150383172-150379531-150379732-150387901-150388088	ENSG00000070814.22;TCOF1;chr5-150383064-150383172-150379531-150379732-150383737-150384253
ENSG00000266302.6;RP11-219A15.1;chr17-16771976-16772019-16763964-16764175-16796042-16796234	ENSG00000273018.7;FAM106A;chr17-18543672-18543715-18519481-18519674-18551505-18551554
ENSG00000114861.23;FOXP1;chr3-71052536-71052623-71046941-71047095-71053635-71053773	ENSG00000285708.1;RP11-79P21.2;chr3-71052536-71052626-71046941-71047095-71053635-71053773
ENSG00000099290.17;WASHC2A;chr10-50084071-50084165-50080757-50080931-50085496-50085558	ENSG00000172661.19;WASHC2C;chr10-45743389-45743483-45740072-45740246-45744820-45744882
ENSG00000102890.16;ELMO3;chr16-67201384-67201435-67200889-67200968-67201519-67201599	ENSG00000102890.16;ELMO3;chr16-67201408-67201435-67200889-67200968-67201519-67201548
ENSG00000197620.11;EOLA1;chrX-149542018-149542066-149540974-149541343-149545367-149545500	ENSG00000197620.11;EOLA1;chrX-149542018-149542085-149540982-149541292-149545367-149545500
ENSG00000119314.16;PTBP3;chr9-112297831-112297916-112268048-112268195-112333469-112333578	ENSG00000119314.16;PTBP3;chr9-112297840-112297916-112275843-112276013-112332783-112333026
ENSG00000070061.16;ELP1;chr9-108874894-108874970-108866897-108869182-108877994-108878149	ENSG00000070061.16;ELP1;chr9-108874894-108874963-108868650-108869182-108877994-108878149
ENSG00000214655.11;ZSWIM8;chr10-73794540-73794639-73794146-73794330-73795538-73795663	ENSG00000214655.11;ZSWIM8;chr10-73794555-73794639-73794146-73794330-73795538-73795663
ENSG00000013573.17;DDX11;chr12-31084582-31084669-31083812-31084061-31084968-31085068	ENSG00000214826.5;DDX12P;chr12-9437402-9437489-9436939-9437104-9438010-9438259
ENSG00000066651.20;TRMT11;chr6-125993756-125993822-125986478-125986622-125995966-125996040	ENSG00000066651.20;TRMT11;chr6-125993792-125993822-125986550-125986622-125995966-125996040
ENSG00000197111.16;PCBP2;chr12-53468776-53468832-53467220-53467293-53479405-53479620	ENSG00000197111.16;PCBP2;chr12-53468779-53468832-53467220-53467293-53479405-53479614
ENSG00000004864.14;SLC25A13;chr7-96184926-96185011-96184276-96184435-96189293-96189378	ENSG00000004864.14;SLC25A13;chr7-96184926-96185014-96184276-96184435-96189293-96189378
ENSG00000140455.17;USP3;chr15-63558105-63558187-63556666-63556748-63559856-63559970	ENSG00000140455.17;USP3;chr15-63558105-63558188-63556666-63556748-63559856-63559884
ENSG00000117448.14;AKR1A1;chr1-45568926-45568999-45567548-45568177-45569142-45569229	ENSG00000117448.14;AKR1A1;chr1-45568926-45569006-45568484-45568684-45569142-45569229
ENSG00000266338.6;NBPF15;chr1-144425516-144425568-144424689-144424862-144426277-144426450	ENSG00000268043.7;NBPF12;chr1-146991994-146992046-146989573-146989746-146992711-146992884
ENSG00000266338.6;NBPF15;chr1-144425516-144425568-144424689-144424862-144426277-144426450	ENSG00000270231.4;NBPF8;chr1-120463675-120463727-120462793-120462966-120464375-120464548
ENSG00000266338.6;NBPF15;chr1-144425516-144425568-144424689-144424862-144426277-144426450	ENSG00000179571.10;NBPF17P;chr1-143599119-143599171-143598356-143598523-143599875-143600048
ENSG00000214837.8;LINC01347;chr1-243057363-243057421-243056306-243057270-243059477-243059668	ENSG00000237094.12;RP4-669L17.4;chr1-494991-495049-484831-485208-497108-497299
ENSG00000214837.8;LINC01347;chr1-243057363-243057421-243056306-243057270-243059477-243059668	ENSG00000230724.9;LINC01001;chr11-131466-131524-129571-131373-134889-134947
ENSG00000214837.8;LINC01347;chr1-243057363-243057421-243056306-243057270-243059477-243059668	ENSG00000260528.5;FAM157C;chr16-90162596-90162654-90161683-90162369-90162747-90162978
ENSG00000162004.19;CCDC78;chr16-722921-723022-722581-722789-723094-723161	ENSG00000162004.19;CCDC78;chr16-722921-723018-722581-722789-723094-723161
ENSG00000187514.17;PTMA;chr2-231712442-231712516-231711347-231711419-231712803-231712856	ENSG00000187514.17;PTMA;chr2-231712451-231712516-231711889-231711983-231712803-231713289
ENSG00000107447.8;DNTT;chr10-96335890-96335974-96332350-96332596-96338137-96338564	ENSG00000107447.8;DNTT;chr10-96335893-96335974-96332350-96332596-96338137-96338562
ENSG00000164211.13;STARD4;chr5-111501001-111501116-111496032-111500106-111506329-111506379	ENSG00000164211.13;STARD4;chr5-111501085-111501116-111496946-111500106-111506329-111506379
ENSG00000078319.10;PMS2P1;chr7-100325690-100325779-100320438-100321084-100328835-100329019	ENSG00000265479.7;DTX2P1-UPK3BP1-PMS2P11;chr7-77018908-77018997-77015671-77015855-77023593-77023761
ENSG00000078319.10;PMS2P1;chr7-100325690-100325779-100320438-100321084-100328835-100329019	ENSG00000174384.9;PMS2P6;chr7-73100617-73100706-73097383-73097567-73105292-73105389
ENSG00000067829.19;IDH3G;chrX-153790809-153790851-153790563-153790575-153794245-153794325	ENSG00000067829.19;IDH3G;chrX-153790795-153790851-153790194-153790292-153794245-153794356
ENSG00000108591.10;DRG2;chr17-18106432-18106470-18104622-18104681-18107153-18107959	ENSG00000108591.10;DRG2;chr17-18106432-18106486-18104559-18104681-18107153-18107600
ENSG00000148516.23;ZEB1;chr10-31495775-31495838-31461036-31461237-31502347-31502423	ENSG00000148516.23;ZEB1;chr10-31495778-31495838-31461036-31461237-31502347-31502406
ENSG00000147996.17;CBWD5;chr9-65698514-65698561-65692570-65692608-65700250-65700337	ENSG00000215126.11;CBWD6;chr9-41166783-41166830-41164132-41165087-41171846-41171934
ENSG00000147996.17;CBWD5;chr9-65698514-65698561-65692570-65692608-65700250-65700337	ENSG00000172785.18;CBWD1;chr9-156480-156527-152913-154795-162431-162469
ENSG00000111110.12;PPM1H;chr12-62689698-62689806-62667177-62667329-62693935-62693999	ENSG00000111110.12;PPM1H;chr12-62689749-62689806-62667177-62667329-62693935-62693999
ENSG00000249700.9;SRD5A3-AS1;chr4-55383764-55383862-55382506-55382562-55386308-55386406	ENSG00000249700.9;SRD5A3-AS1;chr4-55383764-55383882-55377606-55377770-55385544-55385585
ENSG00000115282.21;TTC31;chr2-74492003-74492055-74491480-74491672-74492138-74492229	ENSG00000115282.21;TTC31;chr2-74491943-74492055-74491583-74491672-74492138-74492229
ENSG00000179889.19;PDXDC1;chr16-15026642-15026706-15022703-15022754-15028877-15028966	ENSG00000255185.6;PDXDC2P;chr16-70014103-70014167-70011840-70011929-70018046-70018097
ENSG00000261040.7;WFDC21P;chr17-60085102-60085203-60083565-60083766-60088196-60088467	ENSG00000261040.7;WFDC21P;chr17-60085112-60085203-60083565-60083766-60085931-60086079
ENSG00000124334.17_PAR_Y;IL9R;chrY-57194042-57194127-57192602-57192708-57196335-57197128	ENSG00000226942.2;IL9RP3;chr16-31798-31883-29335-29932-34846-34992
ENSG00000077279.20;DCX;chrX-111312638-111312736-111293778-111301743-111330903-111331041	ENSG00000077279.20;DCX;chrX-111312641-111312736-111293778-111301743-111330903-111331041
ENSG00000125656.11;CLPP;chr19-6362445-6362525-6361868-6361940-6364451-6364639	ENSG00000125656.11;CLPP;chr19-6362445-6362542-6361803-6361940-6364451-6364639
ENSG00000114054.14;PCCB;chr3-136327633-136327731-136326802-136326910-136328757-136328857	ENSG00000114054.14;PCCB;chr3-136327633-136327732-136326802-136326910-136328757-136328857
ENSG00000219481.10;NBPF1;chr1-16573141-16573193-16569072-16569236-16575156-16575229	ENSG00000269713.7;NBPF9;chr1-149069593-149069645-149065525-149065689-149070933-149071139
ENSG00000219481.10;NBPF1;chr1-16573141-16573193-16569072-16569236-16575156-16575229	ENSG00000263956.7;NBPF11;chr1-148114436-148114488-148110377-148110541-148115792-148115998
ENSG00000219481.10;NBPF1;chr1-16573141-16573193-16569072-16569236-16575156-16575229	ENSG00000266338.6;NBPF15;chr1-144433772-144433824-144429699-144429863-144435110-144435316
ENSG00000227345.9;PARG;chr10-49922335-49922419-49915916-49915991-49932099-49932283	ENSG00000239883.8;PARGP1;chr10-45953122-45953206-45946836-45946911-45962810-45962994
ENSG00000276805.2;RP11-291L22.9;chr10-38447663-38447721-38445416-38445607-38447814-38452153	ENSG00000283050.2;GTF2IP12;chr4-119410231-119410289-119405522-119410138-119410516-119410658
ENSG00000119537.18;KDSR;chr18-63355203-63355299-63350887-63351079-63362778-63362868	ENSG00000119537.18;KDSR;chr18-63355218-63355299-63351014-63351079-63362778-63362868
ENSG00000155367.15;PPM1J;chr1-112712344-112712457-112711970-112712055-112712743-112712803	ENSG00000155367.15;PPM1J;chr1-112712344-112712460-112711970-112712055-112712743-112713031
ENSG00000149262.17;INTS4;chr11-77941179-77941251-77928341-77928547-77955941-77956062	ENSG00000235421.1;RP11-667F9.1;chr7-65528169-65528241-65525628-65525803-65542853-65542974
ENSG00000161800.13;RACGAP1;chr12-50016630-50016715-50006433-50006636-50025327-50025436	ENSG00000161800.13;RACGAP1;chr12-50016634-50016715-50006433-50006636-50025372-50025435
ENSG00000118418.14;HMGN3;chr6-79202275-79202389-79201244-79201726-79203579-79203630	ENSG00000118418.14;HMGN3;chr6-79202316-79202389-79201244-79201726-79203579-79203630
ENSG00000235652.9;FBXO30-DT;chr6-145828360-145828420-145814835-145815431-145870929-145872224	ENSG00000235652.9;FBXO30-DT;chr6-145828360-145828456-145814861-145815431-145870929-145873177
ENSG00000168615.13;ADAM9;chr8-39018852-39018918-39016117-39017414-39021642-39021714	ENSG00000168615.13;ADAM9;chr8-39018852-39018881-39017218-39017414-39021642-39021714
ENSG00000170629.14;DPY19L2P2;chr7-103216462-103216543-103214000-103214102-103225104-103225164	ENSG00000177990.12;DPY19L2;chr12-63600305-63600386-63597808-63597910-63617303-63617390
ENSG00000170629.14;DPY19L2P2;chr7-103216462-103216543-103214000-103214102-103225104-103225164	ENSG00000189212.12;DPY19L2P1;chr7-35123997-35124078-35121506-35121608-35132309-35132369
ENSG00000133250.14;ZNF414;chr19-8511485-8511536-8510579-8511024-8511616-8511699	ENSG00000133250.14;ZNF414;chr19-8511475-8511536-8510995-8511024-8511616-8511960
ENSG00000241973.11;PI4KA;chr22-20726487-20726541-20721297-20721418-20727229-20727397	ENSG00000241973.11;PI4KA;chr22-20726497-20726541-20721297-20721418-20727229-20727357
ENSG00000086189.11;DIMT1;chr5-62398819-62398881-62396173-62398739-62402035-62402122	ENSG00000086189.11;DIMT1;chr5-62398823-62398881-62398645-62398739-62402035-62402122
ENSG00000135365.16;PHF21A;chr11-45969814-45969901-45965314-45965608-45979759-45979966	ENSG00000135365.16;PHF21A;chr11-45969814-45969904-45965314-45965608-45971115-45971367
ENSG00000257335.8;MGAM;chr7-142055999-142056096-142055557-142055726-142056829-142056942	ENSG00000257335.8;MGAM;chr7-142082474-142082571-142082041-142082210-142083300-142083413
ENSG00000270629.6;NBPF14;chr1-148598612-148598695-148595542-148595752-148607409-148607745	ENSG00000272150.5;NBPF25P;chr1-145593841-145593924-145590885-145591095-145594450-145594585
ENSG00000270629.6;NBPF14;chr1-148598612-148598695-148595542-148595752-148607409-148607745	ENSG00000273136.7;NBPF26;chr1-120802612-120802695-120793160-120793496-120807606-120807662
ENSG00000029153.14;ARNTL2;chr12-27370128-27370230-27368261-27368412-27376345-27376387	ENSG00000029153.14;ARNTL2;chr12-27370167-27370230-27368294-27368412-27380246-27380404
ENSG00000163468.15;CCT3;chr1-156333546-156333643-156320838-156321025-156335826-156335888	ENSG00000163468.15;CCT3;chr1-156333546-156333622-156324971-156325089-156338153-156338292
ENSG00000135976.20;ANKRD36;chr2-97196715-97196788-97196592-97196621-97198462-97198491	ENSG00000135976.20;ANKRD36;chr2-97202320-97202393-97202201-97202230-97204067-97204096
ENSG00000166669.13;ATF7IP2;chr16-10480878-10480963-10473922-10473989-10481835-10483638	ENSG00000166669.13;ATF7IP2;chr16-10480878-10480964-10473922-10473989-10481835-10482118
ENSG00000215186.6;GOLGA6B;chr15-72658557-72658638-72656511-72656631-72659493-72659532	ENSG00000260776.6;RP11-114H24.2;chr15-77922929-77923010-77922028-77922072-77924935-77925055
ENSG00000141524.17;TMC6;chr17-78113547-78113621-78112924-78113211-78122604-78122749	ENSG00000141524.17;TMC6;chr17-78113547-78113624-78107396-78113211-78117268-78117347
ENSG00000108953.17;YWHAE;chr17-1361901-1362008-1361091-1361298-1364858-1365058	ENSG00000108953.17;YWHAE;chr17-1361929-1362008-1354210-1354347-1364858-1365058
ENSG00000112200.17;ZNF451;chr6-57090810-57090894-57090029-57090274-57099060-57099141	ENSG00000112200.17;ZNF451;chr6-57090832-57090894-57090210-57090274-57099060-57099141
ENSG00000186642.16;PDE2A;chr11-72605137-72605226-72591177-72591356-72608661-72608751	ENSG00000186642.16;PDE2A;chr11-72605198-72605226-72591296-72591356-72642253-72642460
ENSG00000184470.21;TXNRD2;chr22-19931029-19931095-19919542-19919599-19941700-19941803	ENSG00000184470.21;TXNRD2;chr22-19931029-19931098-19919542-19919599-19941700-19941804
ENSG00000101049.17;SGK2;chr20-43567915-43567963-43567664-43567722-43569384-43569516	ENSG00000101049.17;SGK2;chr20-43567915-43567999-43567664-43567722-43569387-43569516
ENSG00000148110.16;MFSD14B;chr9-94429188-94429251-94415157-94415253-94438400-94438528	ENSG00000196312.15;MFSD14C;chr9-96958834-96958897-96949295-96949682-96972852-96972941
